Gene1,Gene2
GABBR1,BICC1
GABBR1,ADORA2B
GABBR1,2810459M11RIK
GABBR1,PRICKLE1
GABBR1,MRPS23
GABBR1,MINDY2
GABBR1,FTH1
GABBR1,CTSD
GABBR1,ALYREF2
GABBR1,WDR37
GABBR1,SNRPA1
GABBR1,SGCB
GABBR1,OAZ2
GABBR1,FAM207A
GABBR1,DOHH
GABBR1,SUSD3
GABBR1,PNLDC1
GABBR1,MAML1
GABBR1,LRFN1
GABBR1,BNIP1
GABBR1,ZCCHC17
GABBR1,TSR3
GABBR1,TSPAN12
GABBR1,TOMM40
GABBR1,SNRNP40
GABBR1,SH2D5
GABBR1,RAB11A
GABBR1,MXD4
GABBR1,MRM1
GABBR1,MCF2L
GABBR1,KDR
GABBR1,HELB
GABBR1,GNPTG
GABBR1,FBXW5
GABBR1,CEP41
GABBR1,C8G
GABBR1,YTHDC1
GABBR1,TMEM243
GABBR1,TIMM9
GABBR1,SNRPA
GABBR1,SKP2
GABBR1,SERTAD2
GABBR1,SELENOH
GABBR1,RBBP9
GABBR1,LMBRD2
GABBR1,EGLN3
GABBR1,DCAF10
GABBR1,BC024978
GABBR1,AGTPBP1
GABBR1,2700049A03RIK
GABBR1,TXNRD2
GABBR1,RASSF5
GABBR1,NFKBIA
GABBR1,HAUS5
GABBR1,COMT
GABBR1,CEP68
GABBR1,RNF26
GABBR1,POLD2
GABBR1,NPTN
GABBR1,LRRC45
GABBR1,HCN1
GABBR1,D930020B18RIK
GABBR1,CYP51
GABBR1,CENPX
GABBR1,BOLA3
GABBR1,ANXA11
GABBR1,SURF4
GABBR1,STKLD1
GABBR1,APEH
GABBR1,ABHD5
GABBR1,ZFP819
GABBR1,RPS27L
GABBR1,REEP2
GABBR1,MDP1
GABBR1,INCENP
GABBR1,FLT4
GABBR1,BC051142
GABBR1,ARPC2
GABBR1,ALG14
GABBR1,VPS28
GABBR1,RAB3IL1
GABBR1,MPHOSPH6
GABBR1,LRPAP1
GABBR1,DOP1A
GABBR1,DNTTIP1
GABBR1,CIB2
GABBR1,CDC25B
GABBR1,USP13
GABBR1,PLD3
GABBR1,MFSD13B
GABBR1,MDM4
GABBR1,GNAZ
GABBR1,DNAJC30
GABBR1,CDR2
GABBR1,BUD23
GABBR1,2310022A10RIK
GABBR1,KATNB1
GABBR1,BLMH
GABBR1,AURKAIP1
GABBR1,ZFP976
GABBR1,SYNGR2
GABBR1,SPIRE2
GABBR1,SLC29A3
GABBR1,ODF2
GABBR1,FBLN1
GABBR1,CARD10
GABBR1,CALR3
GABBR1,ATG4C
GABBR1,1700030K09RIK
GABBR1,ZFP513
GABBR1,TEN1
GABBR1,RABL3
GABBR1,NSMCE3
GABBR1,METTL8
GABBR1,KIF15
GABBR1,IGSF3
GABBR1,GTF2E1
GABBR1,ERICH2
GABBR1,DCAF17
GABBR1,ARPC5
GABBR1,ALG10B
GABBR1,ACOX1
GABBR1,9330182L06RIK
GABBR1,1110059G10RIK
GABBR1,ZFP760
GABBR1,TMEM87B
GABBR1,SNRNP27
GABBR1,SLC5A3
GABBR1,SEPT4
GABBR1,RNF157
GABBR1,POLR2J
GABBR1,NUDCD1
GABBR1,MSTO1
GABBR1,MRPS6
GABBR1,FBF1
GABBR1,ENY2
GABBR1,E430018J23RIK
GABBR1,CMPK1
GABBR1,TIPRL
GABBR1,SRP54B
GABBR1,PAPSS2
GABBR1,MAP1A
GABBR1,KIF5B
GABBR1,KIF18B
GABBR1,DHPS
GABBR1,CCT4
GABBR1,ANKS3
GABBR1,4930451G09RIK
GABBR1,TOP2A
GABBR1,TMEM17
GABBR1,SLC35G1
GABBR1,RNF10
GABBR1,PEBP1
GABBR1,ADGRV1
GABBR1,ZFP420
GABBR1,SCAND1
GABBR1,HDHD2
GABBR1,GTPBP4
GABBR1,GALT
GABBR1,CSTAD
GABBR1,CNBD2
GABBR1,BCDIN3D
GABBR1,WDR33
GABBR1,SYDE1
GABBR1,SSR3
GABBR1,SMIM15
GABBR1,SCRIB
GABBR1,KCNJ11
GABBR1,IKZF5
GABBR1,AP2A2
GABBR1,ACADSB
GABBR1,RILPL1
GABBR1,MRPL15
GABBR1,CREBL2
GABBR1,ASAP2
GABBR1,ACOT7
GABBR1,ZFP931
GABBR1,SEPHS2
GABBR1,RAB31
GABBR1,PSTPIP2
GABBR1,MSH3
GABBR1,DHFR
GABBR1,CCNYL1
GABBR1,BZW1
GABBR1,ABCA3
GABBR1,9130019O22RIK
GABBR1,TMEM242
GABBR1,FRRS1
GABBR1,CLN5
GABBR1,APLF
GABBR1,ADGRA3
GABBR1,ZFP811
GABBR1,PIK3R3
GABBR1,PIK3C2B
GABBR1,NDUFA9
GABBR1,MBTPS1
GABBR1,EIF3J2
GABBR1,EIF3J1
GABBR1,DCP2
GABBR1,BRI3
GABBR1,ZFP207
GABBR1,SUPT5
GABBR1,SIRT3
GABBR1,SEC23A
GABBR1,RAB20
GABBR1,PSMD13
GABBR1,INSIG1
GABBR1,DNAJC6
GABBR1,DDX50
GABBR1,CLIC4
GABBR1,ARMH3
GABBR1,RAB15
GABBR1,NOP9
GABBR1,FIG4
GABBR1,EDF1
GABBR1,DHRS1
GABBR1,ARF3
GABBR1,3110040N11RIK
GABBR1,VCP
GABBR1,SUPT20
GABBR1,SCARB2
GABBR1,OLFM1
GABBR1,MRM3
GABBR1,MRE11A
GABBR1,MARS
GABBR1,KCNJ4
GABBR1,GLOD4
GABBR1,ATG5
GABBR1,ANKRD49
GABBR1,SERPINI1
GABBR1,RNF152
GABBR1,PDCD10
GABBR1,CHRNB1
GABBR1,TOM1L1
GABBR1,PIH1D1
GABBR1,FZR1
GABBR1,ERGIC1
GABBR1,ARFGAP1
GABBR1,AMFR
GABBR1,ALDH16A1
GABBR1,XBP1
GABBR1,WDPCP
GABBR1,TKT
GABBR1,ROBO1
GABBR1,PSPH
GABBR1,NUPL1
GABBR1,NME4
GABBR1,MDH1
GABBR1,HS3ST5
GABBR1,GSS
GABBR1,CCT6A
GABBR1,AKR1A1
GABBR1,ABCA2
GABBR1,ZFP518B
GABBR1,PWWP2A
GABBR1,PTCD2
GABBR1,PEX5
GABBR1,MRPS27
GABBR1,MOCS1
GABBR1,JPH1
GABBR1,CLUH
GABBR1,ATG7
GABBR1,ACP6
GABBR1,ZBTB48
GABBR1,TMEM18
GABBR1,PTBP3
GABBR1,PPA1
GABBR1,NUCB1
GABBR1,NMT2
GABBR1,MFAP3L
GABBR1,GIPC1
GABBR1,EEFSEC
GABBR1,ADAMTS17
GABBR1,STIL
GABBR1,SLMAP
GABBR1,SLC25A4
GABBR1,RABGEF1
GABBR1,MRPS2
GABBR1,ARHGAP12
GABBR1,TUFM
GABBR1,TSPYL1
GABBR1,RANGRF
GABBR1,NEK7
GABBR1,2010315B03RIK
GABBR1,TCF24
GABBR1,SUCLG1
GABBR1,SLC8A2
GABBR1,PLEKHH1
GABBR1,NPM3
GABBR1,MIF
GABBR1,ISOC2A
GABBR1,H2AFY
GABBR1,GM7102
GABBR1,GLO1
GABBR1,FCHO2
GABBR1,EXOC7
GABBR1,ELOC
GABBR1,CD55
GABBR1,SLC35F4
GABBR1,PTPN5
GABBR1,PTPN13
GABBR1,PIGX
GABBR1,FANCI
GABBR1,CSTF2
GABBR1,CEP19
GABBR1,ZFYVE19
GABBR1,USO1
GABBR1,TOP1MT
GABBR1,TMEM201
GABBR1,MBD2
GABBR1,HABP4
GABBR1,G3BP2
GABBR1,EVL
GABBR1,ETNK2
GABBR1,DNAJC17
GABBR1,CMC2
GABBR1,CENPN
GABBR1,CCNI
GABBR1,ACSS1
GABBR1,2010109A12RIK
GABBR1,TMED3
GABBR1,STRIP2
GABBR1,STK40
GABBR1,SERTAD4
GABBR1,NRGN
GABBR1,HNRNPC
GABBR1,FANCD2
GABBR1,EMC3
GABBR1,USP32
GABBR1,TFCP2L1
GABBR1,SNX29
GABBR1,RNF115
GABBR1,POLR3C
GABBR1,MEGF10
GABBR1,KLHL18
GABBR1,KIF9
GABBR1,URM1
GABBR1,TNS1
GABBR1,SH3BP4
GABBR1,RUFY4
GABBR1,RERG
GABBR1,POLR3B
GABBR1,NFYB
GABBR1,NDC80
GABBR1,NCKAP5L
GABBR1,MORC3
GABBR1,MAPK7
GABBR1,KLC2
GABBR1,HMX1
GABBR1,CSNK1G1
GABBR1,4930402H24RIK
GABBR1,STX5A
GABBR1,STN1
GABBR1,SLC48A1
GABBR1,HERC1
GABBR1,ABHD3
GABBR1,1700092M07RIK
GABBR1,ZPBP
GABBR1,WIZ
GABBR1,TNRC6B
GABBR1,THSD7B
GABBR1,STT3A
GABBR1,MPP3
GABBR1,LUC7L
GABBR1,EPN2
GABBR1,TUBA1A
GABBR1,STARD6
GABBR1,SERP2
GABBR1,SEMA6B
GABBR1,RNLS
GABBR1,RAB33B
GABBR1,IMP3
GABBR1,4930503L19RIK
GABBR1,WDR3
GABBR1,RCHY1
GABBR1,RAB11FIP4
GABBR1,PPM1E
GABBR1,PIK3CB
GABBR1,MRPL16
GABBR1,HPSE
GABBR1,GDAP2
GABBR1,ARHGAP39
GABBR1,ACO1
GABBR1,ZFP472
GABBR1,VOPP1
GABBR1,TMED5
GABBR1,SNIP1
GABBR1,RASIP1
GABBR1,PRRC2C
GABBR1,POMT2
GABBR1,ORAI1
GABBR1,MFSD13A
GABBR1,GSTZ1
GABBR1,DNALI1
GABBR1,DNAJB3
GABBR1,DDX17
GABBR1,CCDC18
GABBR1,TOX4
GABBR1,RAB2B
GABBR1,PANK2
GABBR1,MKNK2
GABBR1,KBTBD11
GABBR1,A830018L16RIK
GABBR1,4930452B06RIK
GABBR1,TTC32
GABBR1,TRMT5
GABBR1,SLC38A6
GABBR1,RNF187
GABBR1,NUMA1
GABBR1,FER
GABBR1,DNAJC21
GABBR1,ARL6IP5
GABBR1,ACSL6
GABBR1,6430531B16RIK
GABBR1,ZDBF2
GABBR1,NAMPT
GABBR1,GALC
GABBR1,BTAF1
GABBR1,ZFP759
GABBR1,TXN2
GABBR1,RNF123
GABBR1,DYX1C1
GABBR1,CDCA7L
GABBR1,AFMID
GABBR1,ZFP280B
GABBR1,RGS12
GABBR1,PLCL1
GABBR1,MRPL39
GABBR1,MRPL30
GABBR1,MITD1
GABBR1,MINK1
GABBR1,CRADD
GABBR1,ACE
GABBR1,TUBD1
GABBR1,SARNP
GABBR1,RPS6KB1
GABBR1,ORMDL2
GABBR1,MAP2K2
GABBR1,ABT1
GABBR1,SRI
GABBR1,PRRT4
GABBR1,PAFAH1B3
GABBR1,MYRF
GABBR1,MAPK13
GABBR1,HNRNPM
GABBR1,CCNL2
GABBR1,SRBD1
GABBR1,SDHAF2
GABBR1,POLR2E
GABBR1,NCK1
GABBR1,CPSF7
GABBR1,CCDC97
GABBR1,ZSCAN20
GABBR1,SLC40A1
GABBR1,SAXO2
GABBR1,RSBN1
GABBR1,MRPL1
GABBR1,MAP1LC3B
GABBR1,FANK1
GABBR1,EFL1
GABBR1,DHX32
GABBR1,BMF
GABBR1,BCAR3
GABBR1,TRNP1
GABBR1,SBK1
GABBR1,KPNA2
GABBR1,GARS
GABBR1,GAR1
GABBR1,FBXL4
GABBR1,DSE
GABBR1,ATE1
GABBR1,SEPT9
GABBR1,RIMS2
GABBR1,PTRHD1
GABBR1,GALNT2
GABBR1,DTX3
GABBR1,CENPO
GABBR1,ACOT2
GABBR1,VAMP4
GABBR1,TMEM178
GABBR1,RAPGEF1
GABBR1,PPP4C
GABBR1,PIAS1
GABBR1,OVCA2
GABBR1,NSMCE1
GABBR1,FAM149B
GABBR1,ETS2
GABBR1,ECD
GABBR1,CFAP298
GABBR1,VASH2
GABBR1,TRAPPC10
GABBR1,SAPCD2
GABBR1,PPP1R1A
GABBR1,EDRF1
GABBR1,DYNLRB1
GABBR1,ACOT5
GABBR1,UGCG
GABBR1,TRAK2
GABBR1,STRADB
GABBR1,SLC35C1
GABBR1,RASL11B
GABBR1,RAP1A
GABBR1,PSMA6
GABBR1,PNRC1
GABBR1,MLXIP
GABBR1,LPCAT1
GABBR1,ISL1
GABBR1,ASIC1
GABBR1,APC
GABBR1,VRK2
GABBR1,USP47
GABBR1,TMCC3
GABBR1,SREBF2
GABBR1,SMG9
GABBR1,SLC30A4
GABBR1,PRDM11
GABBR1,PCNT
GABBR1,NT5M
GABBR1,MICALL1
GABBR1,GLB1L2
GABBR1,TXLNA
GABBR1,SYT3
GABBR1,MERTK
GABBR1,ITGA6
GABBR1,CYP20A1
GABBR1,CHGB
GABBR1,TMEM126B
GABBR1,SUPV3L1
GABBR1,SLC30A10
GABBR1,SLC26A11
GABBR1,SGSH
GABBR1,RPS26
GABBR1,PSME4
GABBR1,CAB39
GABBR1,ADCK2
GABBR1,ZMYM6
GABBR1,TM2D2
GABBR1,SLC47A1
GABBR1,PACS1
GABBR1,MMAA
GABBR1,ADAM9
GABBR1,ACOT4
GABBR1,ZFP345
GABBR1,TRP53INP1
GABBR1,MARVELD2
GABBR1,KCNS2
GABBR1,CCDC171
GABBR1,TMEM14C
GABBR1,STX4A
GABBR1,SEC31A
GABBR1,JTB
GABBR1,HIPK1
GABBR1,GSTT3
GABBR1,CDCA7
GABBR1,RAB5C
GABBR1,PPP2R5C
GABBR1,ERCC4
GABBR1,CHMP4C
GABBR1,ZFP946
GABBR1,U2AF1
GABBR1,SLIT3
GABBR1,SLC12A4
GABBR1,LPIN2
GABBR1,GRIK2
GABBR1,FAM49B
GABBR1,BCL2
GABBR1,TMEM130
GABBR1,STX12
GABBR1,POMP
GABBR1,PHKB
GABBR1,MRPL4
GABBR1,LARS
GABBR1,KATNAL1
GABBR1,ITFG1
GABBR1,HPRT
GABBR1,TSPYL3
GABBR1,SIMC1
GABBR1,PACSIN1
GABBR1,DHCR24
GABBR1,BHLHB9
GABBR1,TMEM62
GABBR1,TMEM245
GABBR1,SLC23A2
GABBR1,RPL27
GABBR1,PLEKHM2
GABBR1,GIPC2
GABBR1,CHEK1
GABBR1,SPRYD7
GABBR1,NEURL1B
GABBR1,FDPS
GABBR1,ARIH2
GABBR1,ANKRD9
GABBR1,ACCS
GABBR1,TDG
GABBR1,LYSMD4
GABBR1,LETMD1
GABBR1,EHMT1
GABBR1,YTHDF2
GABBR1,WIPF1
GABBR1,VPS37D
GABBR1,TRPC3
GABBR1,SYT2
GABBR1,RAB6A
GABBR1,FRRS1L
GABBR1,UFSP2
GABBR1,STK16
GABBR1,OTTMUSG00000016609
GABBR1,ITPRIP
GABBR1,GM14305
GABBR1,GLB1L
GABBR1,FSTL5
GABBR1,FBXO27
GABBR1,1700029J07RIK
GABBR1,1110004F10RIK
GABBR1,UBE2D2A
GABBR1,SREK1
GABBR1,SLC35D2
GABBR1,KAT2A
GABBR1,GRTP1
GABBR1,GMIP
GABBR1,GAN
GABBR1,DPYD
GABBR1,DACT2
GABBR1,CX3CL1
GABBR1,ROMO1
GABBR1,RAB8A
GABBR1,PRR23A1
GABBR1,NFS1
GABBR1,DAAM1
GABBR1,CABYR
GABBR1,USP43
GABBR1,MCTP2
GABBR1,EIF1B
GABBR1,DLAT
GABBR1,ZFP719
GABBR1,PRKD1
GABBR1,OAF
GABBR1,LIPE
GABBR1,KLHL5
GABBR1,ABHD18
GABBR1,VDAC3
GABBR1,TERT
GABBR1,RTN4IP1
GABBR1,RFX8
GABBR1,QRSL1
GABBR1,PLPP1
GABBR1,PLAA
GABBR1,PIK3C2A
GABBR1,PARM1
GABBR1,P3H3
GABBR1,GTDC1
GABBR1,CLTA
GABBR1,ZBTB33
GABBR1,XRCC6
GABBR1,TULP4
GABBR1,TRABD2B
GABBR1,SETDB2
GABBR1,RASSF7
GABBR1,RAB21
GABBR1,PRKAG1
GABBR1,NTAN1
GABBR1,GM45935
GABBR1,FANCG
GABBR1,DESI1
GABBR1,CAB39L
GABBR1,SEMA7A
GABBR1,PFAS
GABBR1,INVS
GABBR1,GM2004
GABBR1,ERP44
GABBR1,DPM3
GABBR1,CCNQ
GABBR1,TTC14
GABBR1,TRA2A
GABBR1,TCAF1
GABBR1,TBC1D16
GABBR1,TAF1A
GABBR1,STARD10
GABBR1,PMVK
GABBR1,FOXK2
GABBR1,ENDOD1
GABBR1,CCDC40
GABBR1,ZFP511
GABBR1,UTP15
GABBR1,TUBGCP2
GABBR1,TUB
GABBR1,TJAP1
GABBR1,STX3
GABBR1,RALGAPB
GABBR1,PREP
GABBR1,POP4
GABBR1,MMS22L
GABBR1,L2HGDH
GABBR1,HOPX
GABBR1,EPHB3
GABBR1,ATP5S
GABBR1,ANKRA2
GABBR1,TFB1M
GABBR1,SUSD6
GABBR1,PPIG
GABBR1,MTFR1L
GABBR1,LRP11
GABBR1,FKBP1A
GABBR1,ANKRD44
GABBR1,ADIPOR1
GABBR1,ZBTB6
GABBR1,TMEM175
GABBR1,SPATA13
GABBR1,SEPT3
GABBR1,RRN3
GABBR1,PRKD3
GABBR1,LRRFIP2
GABBR1,GAK
GABBR1,CEP83
GABBR1,CAPRIN2
GABBR1,ZFP975
GABBR1,WSCD1
GABBR1,SLAIN1
GABBR1,MFSD6
GABBR1,KAZN
GABBR1,GOLGA7
GABBR1,CDH24
GABBR1,CCDC174
GABBR1,BTBD1
GABBR1,B230307C23RIK
GABBR1,ATRIP
GABBR1,ARHGAP11A
GABBR1,PIK3CD
GABBR1,MCOLN1
GABBR1,HPS6
GABBR1,FILIP1L
GABBR1,ZDHHC16
GABBR1,UBQLN1
GABBR1,SYNJ1
GABBR1,STXBP2
GABBR1,RECQL
GABBR1,GOLT1B
GABBR1,EXOSC1
GABBR1,DENND2A
GABBR1,UMAD1
GABBR1,TTLL1
GABBR1,TMEM240
GABBR1,RPA3
GABBR1,PRELID2
GABBR1,PLEKHA8
GABBR1,LPIN1
GABBR1,KCNK1
GABBR1,ITPR1
GABBR1,H2-L
GABBR1,H2-D1
GABBR1,CSE1L
GABBR1,ANAPC7
GABBR1,TARSL2
GABBR1,SESN3
GABBR1,KIF2C
GABBR1,DGKE
GABBR1,CDC42BPA
GABBR1,CBS
GABBR1,BACH1
GABBR1,PARP11
GABBR1,NEU3
GABBR1,LONP1
GABBR1,LAD1
GABBR1,HILPDA
GABBR1,CSDE1
GABBR1,CATSPERD
GABBR1,1810043G02RIK
GABBR1,UBFD1
GABBR1,SNRNP25
GABBR1,MARK4
GABBR1,FRS2
GABBR1,EARS2
GABBR1,CADM3
GABBR1,SH3RF1
GABBR1,RECK
GABBR1,RAB4A
GABBR1,GPAT4
GABBR1,CCDC65
GABBR1,CASTOR2
GABBR1,ARHGEF7
GABBR1,ADAM15
GABBR1,ZFP593
GABBR1,TRIM23
GABBR1,TRAPPC13
GABBR1,SHLD3
GABBR1,SF3B1
GABBR1,RANBP2
GABBR1,NT5C
GABBR1,IP6K1
GABBR1,GM45927
GABBR1,DENND1B
GABBR1,D830031N03RIK
GABBR1,CLK2
GABBR1,ZFP146
GABBR1,VGLL3
GABBR1,TOPBP1
GABBR1,SPAG1
GABBR1,LMBR1
GABBR1,ITGB3BP
GABBR1,EFCAB7
GABBR1,BATF3
GABBR1,ANKS1B
GABBR1,ULK2
GABBR1,SASS6
GABBR1,RHEBL1
GABBR1,LTC4S
GABBR1,HSPBP1
GABBR1,FBXO8
GABBR1,DDX39
GABBR1,CTBP1
GABBR1,CEP44
GABBR1,ZFP598
GABBR1,WDR55
GABBR1,TMTC4
GABBR1,SUN1
GABBR1,HIF1A
GABBR1,COMMD1
GABBR1,BSG
GABBR1,AGTR1A
GABBR1,SEC62
GABBR1,RRM2B
GABBR1,CHN1
GABBR1,TRMT61A
GABBR1,TMCO1
GABBR1,LPCAT4
GABBR1,KDM5C
GABBR1,HIGD1A
GABBR1,C2CD4A
GABBR1,4930447C04RIK
GABBR1,WDR45B
GABBR1,WASHC2
GABBR1,TTC17
GABBR1,SLC7A1
GABBR1,PTPN23
GABBR1,OAZ1
GABBR1,ELK1
GABBR1,ALK
GABBR1,ZFP3
GABBR1,SMARCC2
GABBR1,SGPP2
GABBR1,RAB14
GABBR1,LSG1
GABBR1,GNA11
GABBR1,DNAJC5
GABBR1,CAR8
GABBR1,BTG2
GABBR1,TRAPPC8
GABBR1,SMYD4
GABBR1,RPA1
GABBR1,POT1A
GABBR1,PDLIM4
GABBR1,LAP3
GABBR1,FAM221A
GABBR1,DCBLD1
GABBR1,TYK2
GABBR1,TEC
GABBR1,SLC35E2
GABBR1,SH3BGRL3
GABBR1,KCTD21
GABBR1,INTS3
GABBR1,ZFP111
GABBR1,SERP1
GABBR1,LRRFIP1
GABBR1,KLHL22
GABBR1,ITGB3
GABBR1,EIF2A
GABBR1,ZFP286
GABBR1,ZDHHC2
GABBR1,RPS29
GABBR1,RFC4
GABBR1,PDK1
GABBR1,MTUS1
GABBR1,LRRC51
GABBR1,LRRC28
GABBR1,GM4724
GABBR1,GM2026
GABBR1,GM14434
GABBR1,GM14430
GABBR1,GM14308
GABBR1,DHDH
GABBR1,SLC25A13
GABBR1,PRR7
GABBR1,OPTC
GABBR1,LRRC8C
GABBR1,2010300C02RIK
GABBR1,ZBTB11
GABBR1,ROCK1
GABBR1,PLA2G12A
GABBR1,PIK3R5
GABBR1,GLS2
GABBR1,FXR1
GABBR1,TRIM9
GABBR1,TMEM87A
GABBR1,SLC35E3
GABBR1,SLC2A8
GABBR1,SIDT2
GABBR1,PPID
GABBR1,MSRB3
GABBR1,MCC
GABBR1,GANC
GABBR1,ZFP658
GABBR1,PAK1IP1
GABBR1,MEIG1
GABBR1,HSDL2
GABBR1,GM4925
GABBR1,CEP350
GABBR1,ARL1
GABBR1,ADGRA2
GABBR1,TTC39C
GABBR1,TMEM150C
GABBR1,TMEM131L
GABBR1,TMED1
GABBR1,RTEL1
GABBR1,RBKS
GABBR1,PARD3B
GABBR1,BABAM2
GABBR1,6330409D20RIK
GABBR1,ZFP60
GABBR1,ZBTB26
GABBR1,VPS53
GABBR1,UST
GABBR1,PCNP
GABBR1,MBOAT2
GABBR1,IFFO1
GABBR1,GM15816
GABBR1,BMP1
GABBR1,VMP1
GABBR1,STX11
GABBR1,SLC35B2
GABBR1,SDHA
GABBR1,ROR2
GABBR1,RALGPS2
GABBR1,PTRH2
GABBR1,POLK
GABBR1,DISP3
GABBR1,COL4A3BP
GABBR1,CCDC127
GABBR1,TIGAR
GABBR1,RNF11
GABBR1,KCNA7
GABBR1,EPB41L3
GABBR1,CLASP2
GABBR1,CDC25A
GABBR1,ANKRD13D
GABBR1,UBA5
GABBR1,TMEM8
GABBR1,MPDZ
GABBR1,ACAD11
GABBR1,A4GALT
GABBR1,TCEA1
GABBR1,RCE1
GABBR1,OTULIN
GABBR1,MIA2
GABBR1,DDAH2
GABBR1,CRCP
GABBR1,CCAR1
GABBR1,CAMKV
GABBR1,ACTR3
GABBR1,YWHAG
GABBR1,TRIM32
GABBR1,TOP1
GABBR1,MTIF2
GABBR1,MANBA
GABBR1,FNBP1
GABBR1,DLGAP4
GABBR1,DAB2IP
GABBR1,CENPM
GABBR1,TNK2
GABBR1,TMEM97
GABBR1,STARD13
GABBR1,PPM1D
GABBR1,ITGAV
GABBR1,HCK
GABBR1,EPRS
GABBR1,ELOVL4
GABBR1,CDK1
GABBR1,ASS1
GABBR1,TJP1
GABBR1,SEC23B
GABBR1,PXMP2
GABBR1,POLE
GABBR1,NR6A1
GABBR1,HIP1R
GABBR1,FHL3
GABBR1,APLP2
GABBR1,YPEL5
GABBR1,TXNL1
GABBR1,TSPAN17
GABBR1,TRIP13
GABBR1,TADA2B
GABBR1,SLC2A13
GABBR1,POLR3K
GABBR1,PGPEP1
GABBR1,GM3558
GABBR1,DRD1
GABBR1,CCDC96
GABBR1,BRD9
GABBR1,BLVRA
GABBR1,ZDHHC12
GABBR1,TMEM203
GABBR1,PRKACA
GABBR1,PLCG1
GABBR1,NDOR1
GABBR1,GPAM
GABBR1,GEMIN5
GABBR1,CYCS
GABBR1,ARHGEF18
GABBR1,TMEM39A
GABBR1,RANBP3
GABBR1,NAP1L4
GABBR1,COMTD1
GABBR1,A430057M04RIK
GABBR1,ZNRF2
GABBR1,UBASH3B
GABBR1,CYP4F17
GABBR1,CD47
GABBR1,4930444P10RIK
GABBR1,TIMP3
GABBR1,PTGR2
GABBR1,PPRC1
GABBR1,NKAIN4
GABBR1,KHK
GABBR1,IQGAP2
GABBR1,IFFO2
GABBR1,GRIK4
GABBR1,GON4L
GABBR1,AQP11
GABBR1,ZFP558
GABBR1,TROAP
GABBR1,SPG7
GABBR1,SH3GL2
GABBR1,PLEKHA5
GABBR1,PLEKHA3
GABBR1,NLRX1
GABBR1,MFSD14A
GABBR1,FDXR
GABBR1,TCF25
GABBR1,SYT9
GABBR1,SORT1
GABBR1,RAVER1
GABBR1,PARP16
GABBR1,MTRF1L
GABBR1,LPCAT3
GABBR1,EIF1AX
GABBR1,CCNY
GABBR1,B230219D22RIK
GABBR1,SHPK
GABBR1,GM9949
GABBR1,CTNS
GABBR1,ADRB2
GABBR1,SPAG6L
GABBR1,PIN4
GABBR1,NUDT3
GABBR1,ICE1
GABBR1,HBEGF
GABBR1,ATAT1
GABBR1,AGPAT3
GABBR1,WDR20
GABBR1,RHEB
GABBR1,NOP53
GABBR1,NABP1
GABBR1,F11R
GABBR1,EIF4H
GABBR1,EIF4E3
GABBR1,AP3B1
GABBR1,ADSL
GABBR1,ADAM11
GABBR1,UPF2
GABBR1,SIK1
GABBR1,SASH1
GABBR1,EXD1
GABBR1,CRTC3
GABBR1,CHP1
GABBR1,CEP85L
GABBR1,UNC50
GABBR1,RBM48
GABBR1,PRELID3A
GABBR1,PEX1
GABBR1,MEGF6
GABBR1,EFNA2
GABBR1,COA5
GABBR1,USP36
GABBR1,UCKL1
GABBR1,TIMM13
GABBR1,THAP12
GABBR1,ST14
GABBR1,RIPOR1
GABBR1,PIANP
GABBR1,GRHL1
GABBR1,CLPP
GABBR1,UBR1
GABBR1,SNAI3
GABBR1,SCAF1
GABBR1,MAP3K3
GABBR1,LLGL2
GABBR1,KLHL7
GABBR1,GNAO1
GABBR1,CTXN1
GABBR1,CCDC9
GABBR1,ZFP281
GABBR1,UPF3A
GABBR1,UBXN2A
GABBR1,NCOA1
GABBR1,MOXD1
GABBR1,CEBPG
GABBR1,AKIRIN2
GABBR1,ZCCHC24
GABBR1,TAF3
GABBR1,NSRP1
GABBR1,METTL16
GABBR1,MED18
GABBR1,MAP4K3
GABBR1,HSPH1
GABBR1,HACL1
GABBR1,FAM168B
GABBR1,BTD
GABBR1,WDR27
GABBR1,SYK
GABBR1,PIP5K1C
GABBR1,CAPN2
GABBR1,1600012H06RIK
GABBR1,WASF2
GABBR1,TNS3
GABBR1,TACC1
GABBR1,RNF13
GABBR1,OTUD7A
GABBR1,OSBPL3
GABBR1,IFT27
GABBR1,CELF2
GABBR1,ATP2C1
GABBR1,ACOT1
GABBR1,ZFP142
GABBR1,UBE2C
GABBR1,MAP4K1
GABBR1,EIF3K
GABBR1,BCS1L
GABBR1,APRT
GABBR1,TPK1
GABBR1,SEC24A
GABBR1,NDUFB3
GABBR1,MYO10
GABBR1,FAM126B
GABBR1,CEP112
GABBR1,ATXN7L2
GABBR1,1700037H04RIK
GABBR1,ZFP660
GABBR1,UBE2Q2
GABBR1,SLC25A29
GABBR1,SERF2
GABBR1,NPRL2
GABBR1,EYA2
GABBR1,DFFA
GABBR1,CYB561D2
GABBR1,CPXM1
GABBR1,CHMP1B
GABBR1,CBL
GABBR1,THYN1
GABBR1,SKA3
GABBR1,PRIM2
GABBR1,MRPL57
GABBR1,MPHOSPH9
GABBR1,GDI2
GABBR1,GAS2L3
GABBR1,DRAM2
GABBR1,CMTR2
GABBR1,CEPT1
GABBR1,ACAD8
GABBR1,2810006K23RIK
GABBR1,WDR25
