Gene1,Gene2
HNF4A,SUOX
HNF4A,PTPA
HNF4A,CRAT
HNF4A,ARL5A
HNF4A,SERPINF1
HNF4A,GOLGA4
HNF4A,UFL1
HNF4A,USP10
HNF4A,B4GALT4
HNF4A,ALG14
HNF4A,TWF2
HNF4A,RNF31
HNF4A,PSME2
HNF4A,MDM2
HNF4A,ARHGEF16
HNF4A,ID1
HNF4A,ZBED4
HNF4A,TECPR1
HNF4A,GPR108
HNF4A,ABAT
HNF4A,GATA4
HNF4A,TFDP2
HNF4A,GBF1
HNF4A,GSTM4
HNF4A,RBM42
HNF4A,DONSON
HNF4A,ZNF230
HNF4A,TRIM35
HNF4A,WDFY3
HNF4A,PHF7
HNF4A,BAP1
HNF4A,C19orf54
HNF4A,NSUN5
HNF4A,PDZK1
HNF4A,VANGL1
HNF4A,IL11RA
HNF4A,IGF2BP2
HNF4A,FBLN1
HNF4A,TMEM143
HNF4A,SYNGR4
HNF4A,PROZ
HNF4A,RPL41
HNF4A,ZNF101
HNF4A,AGPAT1
HNF4A,MRPS28
HNF4A,TOMM70
HNF4A,NFXL1
HNF4A,LNP1
HNF4A,RREB1
HNF4A,NPM2
HNF4A,TYMSOS
HNF4A,TYMS
HNF4A,GANAB
HNF4A,ATAT1
HNF4A,CLDN19
HNF4A,CDK14
HNF4A,RNF5
HNF4A,ATXN1
HNF4A,DUSP15
HNF4A,ECI1
HNF4A,VARS2
HNF4A,TYSND1
HNF4A,CBWD5
HNF4A,HERC5
HNF4A,GMNN
HNF4A,CMTM8
HNF4A,PRPF40A
HNF4A,NAB1
HNF4A,SAXO2
HNF4A,EFL1
HNF4A,DLGAP4
HNF4A,SNX7
HNF4A,TMCO2
HNF4A,CDC34
HNF4A,MOK
HNF4A,SLC40A1
HNF4A,RALGPS1
HNF4A,CLSPN
HNF4A,SHPRH
HNF4A,MARC1
HNF4A,EHBP1
HNF4A,GOLPH3
HNF4A,NOTCH2NLC
HNF4A,NOTCH2NLB
HNF4A,NOTCH2NLA
HNF4A,HLA-A
HNF4A,SLC5A11
HNF4A,ZNF468
HNF4A,ZNF223
HNF4A,N4BP2
HNF4A,RPP40
HNF4A,ALDH5A1
HNF4A,SECISBP2
HNF4A,HSPA2
HNF4A,NIPAL1
HNF4A,NUDT16
HNF4A,CBWD3
HNF4A,SLC30A1
HNF4A,LOC112577592
HNF4A,CBWD6
HNF4A,C1orf115
HNF4A,RSPRY1
HNF4A,ZNF234
HNF4A,ADGRA1
HNF4A,GPR107
HNF4A,SYNGR2
HNF4A,FAAP20
HNF4A,TRIP12
HNF4A,FBXO36
HNF4A,SEC24C
HNF4A,HNF1B
HNF4A,C9orf85
HNF4A,ABHD17B
HNF4A,ISCA1
HNF4A,HNRNPDL
HNF4A,ENOPH1
HNF4A,DNAJA2
HNF4A,TUBB4B
HNF4A,LPIN3
HNF4A,DTL
HNF4A,TTC12
HNF4A,RBM8A
HNF4A,INSR
HNF4A,RBM7
HNF4A,C11orf71
HNF4A,DUS1L
HNF4A,WDFY2
HNF4A,DCAF6
HNF4A,ETFDH
HNF4A,C4orf46
HNF4A,NINJ1
HNF4A,DDA1
HNF4A,SCAF4
HNF4A,SYNCRIP
HNF4A,HEATR5A
HNF4A,MLEC
HNF4A,SLC35A2
HNF4A,GALE
HNF4A,ZSCAN32
HNF4A,ZNF174
HNF4A,KCNK10
HNF4A,WDR7
HNF4A,FUT2
HNF4A,HDAC7
HNF4A,RGL1
HNF4A,ARPC5
HNF4A,TCOF1
HNF4A,RASA4
HNF4A,ZNF600
HNF4A,MANEA
HNF4A,DIXDC1
HNF4A,SUN2
HNF4A,XYLT2
HNF4A,RRN3
HNF4A,SLC25A42
HNF4A,ARL4A
HNF4A,TRAPPC10
HNF4A,PEX16
HNF4A,ECE1
HNF4A,RNF219
HNF4A,SESN1
HNF4A,CEP57L1
HNF4A,GDF10
HNF4A,ARMH3
HNF4A,NCOA2
HNF4A,PHF1
HNF4A,STXBP6
HNF4A,SLC25A28
HNF4A,SOWAHD
HNF4A,SETX
HNF4A,CHODL
HNF4A,KATNBL1
HNF4A,TMEM92
HNF4A,AGTRAP
HNF4A,CLUH
HNF4A,DDX56
HNF4A,SMIM12
HNF4A,SNTG1
HNF4A,AGPS
HNF4A,HUS1
HNF4A,ZNF813
HNF4A,CYREN
HNF4A,CCDC34
HNF4A,CNOT1
HNF4A,RIPK1
HNF4A,TTC38
HNF4A,KIF13B
HNF4A,VWCE
HNF4A,FBXL12
HNF4A,ZFYVE19
HNF4A,DNAJC17
HNF4A,TBC1D16
HNF4A,PHF8
HNF4A,TIMM13
HNF4A,KAT6A
HNF4A,AMPD2
HNF4A,HACD2
HNF4A,UBE2V2
HNF4A,MTUS1
HNF4A,CFAP299
HNF4A,COL1A2
HNF4A,CYB5B
HNF4A,SNAPC2
HNF4A,ZNF441
HNF4A,ZFP36L2
HNF4A,IFFO1
HNF4A,SDSL
HNF4A,RBMXL1
HNF4A,KYAT3
HNF4A,GPR132
HNF4A,HIPK2
HNF4A,ZNF687
HNF4A,NFIA
HNF4A,SLC25A1
HNF4A,RASL10B
HNF4A,SEL1L3
HNF4A,CCNT2
HNF4A,CCDC42
HNF4A,FAM208B
HNF4A,RPL36AL
HNF4A,MGAT2
HNF4A,JPH2
HNF4A,ABCB1
HNF4A,TMEM17
HNF4A,MTHFD1L
HNF4A,SAMD1
HNF4A,CLDN23
HNF4A,ZNF664-RFLNA
HNF4A,ZNF664
HNF4A,CCDC92
HNF4A,SCIN
HNF4A,TAF9
HNF4A,RAD17
HNF4A,AK6
HNF4A,CPNE8
HNF4A,KCNIP4
HNF4A,PABPC4
HNF4A,SLC25A24
HNF4A,FADS6
HNF4A,SLC34A3
HNF4A,WTAP
HNF4A,DPP9
HNF4A,IPP
HNF4A,TLCD2
HNF4A,DPPA4
HNF4A,BZW2
HNF4A,TAF11
HNF4A,ZDHHC9
HNF4A,ANTXR2
HNF4A,PCLO
HNF4A,IFIH1
HNF4A,GCA
HNF4A,FRAT2
HNF4A,GTF2IRD2
HNF4A,PCYT1B
HNF4A,DCHS2
HNF4A,SLC39A4
HNF4A,ZNF701
HNF4A,GSTT1
HNF4A,FIGN
HNF4A,ETNPPL
HNF4A,ANPEP
HNF4A,COL4A3BP
HNF4A,CNTNAP1
HNF4A,IL18R1
HNF4A,C19orf73
HNF4A,FAM200B
HNF4A,EPM2A
HNF4A,GRINA
HNF4A,AP5Z1
HNF4A,MAP7D2
HNF4A,DOP1A
HNF4A,PHF2
HNF4A,HSPA5
HNF4A,CLSTN3
HNF4A,ALCAM
HNF4A,MEX3A
HNF4A,LMNA
HNF4A,OR4N4
HNF4A,RABL3
HNF4A,GTF2E1
HNF4A,FGF20
HNF4A,NDUFS6
HNF4A,MPV17L2
HNF4A,FAM102B
HNF4A,SIAH2
HNF4A,ANKS1A
HNF4A,EIF4G1
HNF4A,GRK3
HNF4A,FOXP1
HNF4A,B3GALNT2
HNF4A,FAM86C1
HNF4A,LHX1
HNF4A,APOA4
HNF4A,PUS3
HNF4A,DDX25
HNF4A,WIPF1
HNF4A,GALNT2
HNF4A,RGP1
HNF4A,GBA2
HNF4A,ASCC2
HNF4A,MSRB2
HNF4A,NR2C1
HNF4A,SFRP1
HNF4A,FADS2
HNF4A,DLG1
HNF4A,USB1
HNF4A,TAF6L
HNF4A,KCNMB4
HNF4A,PAN2
HNF4A,EFHD1
HNF4A,UQCR11
HNF4A,RAB11FIP1
HNF4A,FERMT2
HNF4A,PAM16
HNF4A,B3GNT2
HNF4A,PDGFC
HNF4A,BEX1
HNF4A,SLC25A4
HNF4A,GIMAP7
HNF4A,MPP5
HNF4A,FBXL2
HNF4A,HDGFL3
HNF4A,YBX2
HNF4A,CBX7
HNF4A,LGR6
HNF4A,EFNA2
HNF4A,SLC47A1
HNF4A,LOC388780
HNF4A,ANKMY2
HNF4A,SPSB3
HNF4A,NUBP2
HNF4A,PLEKHF2
HNF4A,GREM1
HNF4A,GLB1L2
HNF4A,CPQ
HNF4A,BTN3A2
HNF4A,STX3
HNF4A,ATP11C
HNF4A,TMEM178A
HNF4A,NAA50
HNF4A,ATP6V1A
HNF4A,ZBTB48
HNF4A,PCIF1
HNF4A,ANO3
HNF4A,RNF208
HNF4A,THAP7
HNF4A,MXRA8
HNF4A,STAMBPL1
HNF4A,DICER1
HNF4A,KLF7
HNF4A,F8A3
HNF4A,F8A2
HNF4A,F8A1
HNF4A,NOVA1
HNF4A,SLC25A6
HNF4A,SKIDA1
HNF4A,SYT17
HNF4A,PTPRZ1
HNF4A,POMC
HNF4A,FAM71B
HNF4A,C1orf53
HNF4A,STK11
HNF4A,ORC3
HNF4A,FOXD3
HNF4A,SCML2
HNF4A,DYRK1B
HNF4A,B3GLCT
HNF4A,GMCL1
HNF4A,MAATS1
HNF4A,HDAC10
HNF4A,ACTRT3
HNF4A,FDFT1
HNF4A,ZNF280A
HNF4A,FANCC
HNF4A,MTMR10
HNF4A,DKK2
HNF4A,VGLL3
HNF4A,ADCY8
HNF4A,NUAK1
HNF4A,VAV3
HNF4A,TTC39A
HNF4A,F8
HNF4A,PDGFRA
HNF4A,ARHGAP42
HNF4A,KRTAP15-1
HNF4A,ZNF763
HNF4A,PDE7B
HNF4A,OLFM1
HNF4A,TRPC5
HNF4A,RTL4
HNF4A,FBN2
HNF4A,UCP1
HNF4A,DSTN
HNF4A,BFSP1
HNF4A,GPRIN2
HNF4A,OTUD4
HNF4A,KCND1
HNF4A,MME
HNF4A,IL6
HNF4A,BTG1
HNF4A,NEDD4
HNF4A,MYCN
HNF4A,PICK1
HNF4A,HMGB2
HNF4A,RUSC2
HNF4A,TRDN
HNF4A,SPACA6
HNF4A,MAST4
HNF4A,DAPK1
HNF4A,S1PR3
HNF4A,KDM6A
HNF4A,DYNC1LI1
HNF4A,C9orf47
HNF4A,RGS22
HNF4A,OPCML
HNF4A,PPP1R1A
HNF4A,MEGF10
HNF4A,TBX18
HNF4A,RASGRF1
HNF4A,ABRACL
HNF4A,SUGT1
HNF4A,MUSTN1
HNF4A,DVL2
HNF4A,SORBS3
HNF4A,PCDH20
HNF4A,CRABP2
HSF1,HSPE1-MOB4
HSF1,HSPE1
HSF1,HSPD1
HSF1,USPL1
HSF1,HMGB1
HSF1,HSP90AA1
HSF1,DNAJB6
HSF1,HSPH1
HSF1,XPNPEP3
HSF1,ST13
HSF1,MTRNR2L2
HSF1,MTRNR2L8
HSF1,PWWP3A
HSF1,TCP1
HSF1,MRPL18
HSF1,HSPA8
HSF1,HSP90AB1
HSF1,FKBP4
HSF1,UBB
HSF1,COMMD1
HSF1,CCT4
HSF1,STIP1
HSF1,CCDC117
HSF1,HSPA1B
HSF1,CHORDC1
HSF1,DNAJA1
HSF1,TRA2B
HSF1,CACYBP
HSF1,PGAM5
HSF1,DNAJB1
HSF1,SLC5A3
HSF1,MRPS6
HSF1,SERPINH1
HSF1,HSPB1
HSF1,ABHD3
HSF1,PTGES3
HSF1,RHBDD2
HSF1,NBPF10
HSF1,MORF4L2
HSF1,ZFAND2A
HSF1,RANGAP1
HSF1,LRIF1
HSF1,DGKE
HSF1,C17orf67
HSF1,HSPA1L
HSF1,HSPA1A
HSF1,VIPAS39
HSF1,HNRNPA2B1
HSF1,CBX3
HSF1,AHSA1
HSF1,FXR1
HSF1,GTF3C3
HSF1,NUDC
HSF1,ZNF473
HSF1,VRK3
HSF1,TIMM21
HSF1,FBXO15
HSF1,SPR
HSF1,TSACC
HSF1,CCT3
HSF1,UBQLN1
HSF1,NOP58
HSF1,PTOV1
HSF1,SERINC4
HSF1,HYPK
HSF1,UBE2D3
HSF1,KAT2A
HSF1,RBM23
HSF1,CCT7
HSF1,HSPA4
HSF1,EIF1AD
HSF1,BANF1
HSF1,CKS2
HSF1,ENGASE
HSF1,FAM173B
HSF1,CCT5
HSF1,CDK3
HSF1,PGK1
HSF1,PSPH
HSF1,CCT6A
HSF1,SUGT1
HSF1,CLU
HSF1,PCBD1
HSF1,HSPA6
HSF1,RSRC2
HSF1,KNTC1
HSF1,SHC1
HSF1,NBPF19
HSF1,RHBDD3
HSF1,EWSR1
HSF1,UBC
HSF1,JMJD6
HSF1,BAG3
HSF1,PKNOX1
HSF1,TMEM95
HSF1,PPID
HSF1,SOD1
HSF1,GPBP1
HSF1,NBPF20
HSF1,LY6K
HSF1,HAO2
HSF1,CGAS
HSF1,BCO2
HSF1,TPT1
HSF1,ACOT7
HSF1,MAT2A
HSF1,UBE2B
HSF1,CDKL3
HSF1,NXT2
HSF1,HSPA9
HSF1,NBPF9
HSF1,TRMT112
HSF1,PRDX5
HSF1,FBXL14
HSF1,ELOVL5
HSF1,RAB39A
HSF1,DNAJB4
HSF1,SARAF
HSF1,UBFD1
HSF1,EARS2
HSF1,KANSL1L
HSF1,HSPA4L
HSF1,HIKESHI
HSF1,PRKCSH
HSF1,CCDC151
HSF1,NUDT9
HSF1,NBPF26
HSF1,NBPF14
HSF1,EIF4A2
HSF1,NUTF2
HSF1,CENPT
HSF1,SNAP23
HSF1,DNAJB2
HSF1,DNAJB5
HSF1,DNAJA4
HSF1,MVB12A
HSF1,CENPA
HSF1,AZIN1
HSF1,SPHK2
HSF1,N4BP2L2
HSF1,FTL
HSF1,PMVK
HSF1,EIF2B5
HSF1,MLH1
HSF1,M6PR
HSF1,EPM2AIP1
HSF1,NBPF7
HSF1,BST2
HSF1,TAF7
HSF1,ZNF83
HSF1,KLHL25
HSF1,GPN1
HSF1,CCDC121
HSF1,CCND3
HSF1,JUN
HSF1,BMS1
HSF1,CHCHD10
HSF1,MORC4
HSF1,FBXO47
HSF1,PLOD1
HSF1,IFNGR2
HSF1,LDHB
HSF1,EIF5
HSF1,CCT8
HSF1,BMP4
HSF1,ATP2C1
HSF1,ME1
HSF1,SMG5
HSF1,EFCAB13
HSF1,METTL21A
HSF1,RGS2
HSF1,HACD4
HSF1,SELENOW
HSF1,JAK3
HSF1,CCDC102A
HSF1,STRAP
HSF1,PNMA8A
HSF1,DAZL
HSF1,TMEM259
HSF1,SPO11
HSF1,DMAP1
HSF1,ANKRD37
HSF1,APP
HSF1,SRSF5
HSF1,NFKBIZ
HSF1,BAG2
HSF1,TM2D3
HSF1,ZNF227
HSF1,DNAJC7
HSF1,HSD17B7
HSF1,NKIRAS2
HSF1,P4HA2
HSF1,EPCAM
HSF1,COPS7A
HSF1,KAZALD1
HSF1,HIBCH
HSF1,SPATS2L
HSF1,ACER2
HSF1,CAP2
HSF1,CCNG1
HSF1,TUBGCP3
HSF1,XPO1
HSF1,FOS
HSF1,CHRNA5
HSF1,GPR89B
HSF1,SLC3A2
HSF1,SENP1
HSF1,PFKM
HSF1,ZBTB20
HSF1,TSEN15
HSF1,JOSD1
HSF1,SIX4
HSF1,CACFD1
HSF1,ACIN1
HSF1,PRDX1
HSF1,NUCB1
HSF1,DMRTB1
HSF1,ABCC5
HSF1,OAZ1
HSF1,USP51
HSF1,PRMT3
HSF1,FUT10
HSF1,GRTP1
HSF1,ACHE
HSF1,CCDC18
HSF1,CLDN12
HSF1,CSRP2
HSF1,ARMCX5-GPRASP2
HSF1,RPL39
HSF1,NADK
HSF1,FOXJ1
HSF1,TP53BP1
HSF1,GNAL
HSF1,DHX34
HSF1,PACS1
HSF1,ATL3
HSF1,ABCA3
HSF1,MAATS1
HSF1,NR2F2
HSF1,FAM13A
HSF1,ANKRD12
HSF1,RRP7A
HSF1,CCT2
HSF1,RAB3IP
HSF1,STAG2
HSF1,WDR38
HSF1,SNX3
HSF1,IPP
HSF1,RPL29
HSF1,AP4E1
HSF1,FAM107B
HSF1,TSPYL4
HSF1,ZNF747
HSF1,TSHZ1
HSF1,TPM1
HSF1,LTBP4
HSF1,SERHL2
HSF1,HSPB8
HSF1,HSBP1
HSF1,NKRF
HSF1,DYNC1I2
HSF1,BOD1
HSF1,KCTD21
HSF1,PLPPR5
HSF1,LMAN1
HSF1,MIA3
HSF1,BMT2
HSF1,DYNLL1
HSF1,CPEB1
HSF1,CAB39
HSF1,NSA2
HSF1,GFM2
HSF1,ING2
HSF1,DOCK10
HSF1,PET117
HSF1,NFKBID
HSF1,KLHL12
HSF1,SDHA
HSF1,CCDC127
HSF1,HUNK
HSF1,FTCD
HSF1,SYNC
HSF1,NCF4
HSF1,ZNF701
HSF1,CAMK2G
HSF1,GPR6
HSF1,GCGR
HSF1,C5orf58
HSF1,PDE6G
HSF1,MGAT1
HSF1,CD164L2
HSF1,GPR180
HSF1,SLC45A4
HSF1,CFAP43
HSF1,NBL1
HSF1,KIF21A
HSF1,MPDZ
HSF1,ZNF891
HSF1,ZNF10
HSF1,NMNAT1
HSF1,LZIC
HSF1,PGAM1
HSF1,PIAS2
HSF1,KATNAL2
HSF1,PTH2R
HSF1,ITGB1BP1
HSF1,CPSF3
HSF1,SHOC1
HSF1,MGST2
HSF1,A2ML1
HSF1,SFT2D3
HSF1,PKN3
HSF1,GOLM1
HSF1,PRLR
HSF1,ELK3
HSF1,LGMN
HSF1,SMAD5
HSF1,CADM2
HSF1,CCDC84
HSF1,SH3BGR
HSF1,ATP5MPL
HSF1,RPAIN
HSF1,NUP88
HSF1,FMR1NB
HSF1,C7orf50
HSF1,CCL20
HSF1,USP30
HSF1,C9orf40
HSF1,RTN1
HSF1,ERN1
HSF1,TOMM20L
HSF1,IER5L
HSF1,CPE
HSF1,EFEMP1
HSF1,PLAGL1
HSF1,RPL10A
HSF1,ZFHX2
HSF1,ZNF331
HSF1,LRRC61
HSF1,FAM102A
HSF1,LINGO3
HSF1,DICER1
HSF1,GLRA3
HSF1,PHF8
HSF1,ADGRG6
HSF1,UBE2E2
HSF1,TBC1D22A
HSF1,ZNF600
HSF1,JAM3
HSF1,CARD11
HSF1,ST3GAL6
HSF1,PEA15
HSF1,AFAP1L1
HSF1,ALDH1A2
HSF1,NT5C2
HSF1,MORF4L1
HSF1,TCEAL9
HSF1,OPRD1
HSF1,CAVIN3
HSF1,SH3KBP1
HSF1,PDCD1
HSF1,SLC38A2
HSF1,CBSL
HSF1,PRR14
HSF1,LGR6
HSF1,SMC5
HSF1,CCDC71
HSF1,WDR86
HSF1,MXD4
HSF1,DEF6
HSF1,PAQR4
HSF1,IRX3
HSF1,DENND1A
HSF1,SH3RF2
HSF1,MGMT
HSF1,GALNT8
HSF1,GFRA1
HSF1,SORL1
HSF1,BRPF3
HSF1,KANK1
HSF1,MGA
HSF1,ZFP64
HSF1,TAOK3
HSF1,DNHD1
HSF1,EPS15L1
HSF1,JPT1
HSF1,SERP2
HSF1,PSMD10
HSF1,ATG4A
HSF1,PHETA1
HSF1,FAM3A
HSF1,DNMT3B
HSF1,MYO6
HSF1,ZNF468
HSF1,PMP22
HSF1,ACSBG2
HSF1,TUBG2
HSF1,UPRT
HSF1,MEST
HSF1,ZNF106
HSF1,C1orf146
HSF1,SPATS1
HSF1,SMURF2
HSF1,GLIS3
HSF1,PLA2G6
HSF1,WNT5B
HSF1,FGF2
HSF1,NRG1
HSF1,DNAH10
HSF1,RAB6B
HSF1,RWDD2A
HSF1,PGM3
HSF1,FNDC1
HSF1,LRRN2
HSF1,TMEM47
HSF1,FLNC
HSF1,DMRT1
HSF1,TNFRSF10D
HSF1,NPR3
HSF1,FHL1
HSF1,GPR55
HSF1,HEXIM1
HSF1,RASL10A
HSF1,C19orf84
HSF1,PRCD
HSF1,POM121L2
HSF1,DNMBP
HSF1,ANKS6
HSF1,SNCG
HSF1,LAMC2
HSF1,DNMT3L
HSF1,BOLL
HSF1,TDGF1
HSF1,UCHL1
HSF1,LYVE1
HSF1,RTL4
HSF1,CCDC172
HSF1,MYMK
HSF1,LHX8
HSF1,MMP11
HSF1,C16orf54
HSF1,TDRG1
JUN,S100A2
JUN,STK40
JUN,MTRNR2L2
JUN,MTRNR2L8
JUN,TRMO
JUN,VIM
JUN,JUN
JUN,CIC
JUN,SLFN12
JUN,RGPD2
JUN,TIPRL
JUN,MYL6
JUN,RPS29
JUN,RAB30
JUN,BRD2
JUN,CHMP3
JUN,JUND
JUN,HIST1H4H
JUN,HIST1H4E
JUN,TRIP6
JUN,MTRNR2L9
JUN,ATF3
JUN,DUSP8
JUN,APTX
JUN,TNFAIP1
JUN,IFT20
JUN,PAK1
JUN,RAB11B
JUN,PDAP1
JUN,BUD31
JUN,NUDT18
JUN,HECA
JUN,HAUS5
JUN,CNDP2
JUN,GLYCTK
JUN,RBM42
JUN,ESYT1
JUN,MAGOHB
JUN,FAAP20
JUN,SPAG9
JUN,CLU
JUN,NEK2
JUN,ANAPC10
JUN,ABCE1
JUN,ZNF547
JUN,TRAPPC2B
JUN,TSTD2
JUN,NCBP1
JUN,CCNL1
JUN,MTRNR2L10
JUN,DUSP3
JUN,AJUBA
JUN,MAPKAPK5
JUN,CENPU
JUN,SMARCD2
JUN,PTPN21
JUN,CNN3
JUN,IRGM
JUN,ANXA3
JUN,EIF3F
JUN,MTRNR2L6
JUN,NPAS4
JUN,MTRNR2L1
JUN,KRT36
JUN,TP53I3
JUN,ARRDC3
JUN,SOX6
JUN,SCML1
JUN,PCLO
JUND,SLFN12
JUND,TRMO
JUND,S100A2
JUND,RBM42
JUND,RPS29
JUND,TRIB1
JUND,KDELC2
JUND,GSN
JUND,SPRED2
JUND,MAPKAPK5
JUND,MAPRE2
JUND,MYL6
JUND,STAT3
JUND,MTRNR2L2
JUND,PPP2R5B
JUND,MAGOHB
JUND,ISG20
JUND,PUM3
JUND,LMNA
JUND,MTRNR2L8
JUND,TIPRL
JUND,CYCS
JUND,ZNRD1
JUND,HIST1H4E
JUND,TNFAIP1
JUND,IFT20
JUND,ZNF76
JUND,BZW2
JUND,SLC25A45
JUND,NEK2
JUND,CREB5
JUND,STK40
JUND,EMP3
JUND,HIST1H4H
JUND,HAUS5
JUND,ZNF593
JUND,NF1
JUND,STX12
JUND,APTX
JUND,SULT2B1
JUND,PAK1
JUND,TRAPPC1
JUND,CNTROB
JUND,RAB11B
JUND,CLU
JUND,ZC3H4
JUND,FOSL2
JUND,ARIH1
JUND,ARG2
JUND,TTC1
JUND,ZNF165
JUND,RPP14
JUND,HTD2
JUND,RTN4
JUND,GLYCTK
JUND,ING4
JUND,BRD2
JUND,RPL24
JUND,TBC1D22A
JUND,TEAD1
JUND,GBA
JUND,KMT2A
JUND,F3
JUND,PRC1
JUND,CHMP3
JUND,HES4
JUND,SUN1
JUND,AP2B1
JUND,IBA57
JUND,NME1
JUND,HIST1H2AL
JUND,USP9X
JUND,CCDC59
JUND,IQCH
JUND,AAGAB
JUND,DDX10
JUND,CAPS2
JUND,NOC4L
JUND,DDX51
JUND,TRIP6
JUND,SULT1A4
JUND,SULT1A3
JUND,ATG5
JUND,MAP2K3
JUND,VIM
JUND,C9orf3
JUND,NUDT18
JUND,BDP1
JUND,MCM4
JUND,SLC35E2A
JUND,RAB30
JUND,ANAPC10
JUND,ABCE1
JUND,CNDP2
JUND,SNX12
JUND,CCDC130
JUND,EIF2D
JUND,PARK7
JUND,POLG
JUND,ANKRD17
JUND,TAF11
JUND,CMSS1
JUND,NFAT5
JUND,MRPS15
JUND,ZKSCAN1
JUND,RBM25
JUND,TMEM39A
JUND,TTC39A
JUND,MRPS11
JUND,MRPL46
JUND,EIF3H
JUND,RBBP5
JUND,KAT6A
JUND,HPD
JUND,STK19
JUND,SMARCD2
JUND,PSMD3
JUND,RIN1
JUND,RGPD2
JUND,CNOT6
JUND,PPM1A
JUND,ESYT1
JUND,DXO
JUND,TRAPPC3
JUND,WDR45
JUND,ZNF335
JUND,PARP2
JUND,SLC35E2B
JUND,CCNI
JUND,ZFYVE27
JUND,SSNA1
JUND,ANAPC2
JUND,YTHDC2
JUND,NUPL2
JUND,RNF44
JUND,MAST2
JUND,DPP9
JUND,ADNP2
JUND,SEPT9
JUND,RNF166
JUND,CTU2
JUND,CDKAL1
JUND,PRR3
JUND,UQCRQ
JUND,GDF9
JUND,IFRD1
JUND,PDAP1
JUND,BUD31
JUND,CLCN3
JUND,ZNF830
JUND,CCT6B
JUND,RFFL
JUND,POR
JUND,KRT18
JUND,SPAG9
JUND,TSTD2
JUND,NCBP1
JUND,MAP7D1
JUND,RPN2
JUND,TAGLN2
JUND,ZNF547
JUND,TRAPPC2B
JUND,UBQLN1
JUND,RPS7
JUND,E2F6
JUND,B3GALNT2
JUND,PRKDC
JUND,SMG8
JUND,WASF2
JUND,CENPE
JUND,PXT1
JUND,CRBN
JUND,RFX1
JUND,NOCT
JUND,CCNL1
JUND,RAB5IF
JUND,MOCS3
JUND,DPM1
JUND,ABT1
JUND,VIRMA
JUND,MROH8
JUND,CAP2
JUND,KMT2E
JUND,UQCRC2
JUND,HECA
JUND,CTNNA1
JUND,HEPACAM2
JUND,CELF1
JUND,EIF3F
JUND,HPS5
JUND,GTF2H1
JUND,CIC
JUND,UBXN4
JUND,NUF2
JUND,CDC25C
JUND,TNPO1
JUND,ZNF341
JUND,RBM48
JUND,VPS50
JUND,GNL1
JUND,KRR1
JUND,SCYL3
JUND,C12orf66
JUND,DNMT1
JUND,NBEAL1
JUND,OCIAD1
JUND,SLC3A2
JUND,BIRC2
JUND,ANKRD1
JUND,INO80C
JUND,PEX1
JUND,HEXB
JUND,PURB
JUND,OGA
JUND,CENPU
JUND,GTF2H4
JUND,NUP107
JUND,SPATA12
JUND,COPS7B
JUND,DOHH
JUND,ASNA1
JUND,HIST1H4B
JUND,POLR2J3
JUND,TMEM128
JUND,CMTR1
JUND,TMEM259
JUND,CENPN
JUND,ATG101
JUND,DNAJC27
JUND,ALS2
JUND,CBWD5
JUND,RPTOR
JUND,COPS5
JUND,SF3A3
JUND,SSBP2
JUND,HSCB
JUND,CHEK2
JUND,RAD23A
JUND,UBE2H
JUND,ZZEF1
JUND,CYB5D2
JUND,SHC4
JUND,C1orf74
JUND,ACTR1B
JUND,CHMP1B
JUND,WASHC5
JUND,NSMCE2
JUND,FRAT1
JUND,NFYB
JUND,SREK1IP1
JUND,CWC27
JUND,DAGLB
JUND,AKIRIN1
JUND,TBC1D15
JUND,TBC1D25
JUND,ESYT2
JUND,ELMSAN1
JUND,FAM53C
JUND,PKD1L2
JUND,ZSCAN31
JUND,CLTB
JUND,SNAP29
JUND,PI4KA
JUND,ZNF460
JUND,MTBP
JUND,MRPL13
JUND,ZNF219
JUND,KLHL12
JUND,KLC1
JUND,RANBP6
JUND,KYAT1
JUND,RRP15
JUND,CCDC84
JUND,CXorf56
JUND,MYO9B
JUND,HAUS8
JUND,LAMP1
JUND,HSPE1-MOB4
JUND,HSPE1
JUND,HSPD1
JUND,TACO1
JUND,PHRF1
JUND,IFT57
JUND,LRRC8A
JUND,LRRC57
JUND,HAUS2
JUND,ATP5MC1
JUND,ZCCHC4
JUND,GATB
JUND,HDAC7
JUND,CBWD6
JUND,IQCN
JUND,USP15
JUND,IDH3B
JUND,MTMR14
JUND,TRIP4
JUND,RHBDF1
JUND,CAMK2D
JUND,MRM3
JUND,GLOD4
JUND,C8orf86
JUND,DUSP8
JUND,UIMC1
JUND,TNRC6B
JUND,CDIPT
JUND,DZANK1
JUND,ANKRD13A
JUND,MIA3
JUND,ATF3
JUND,SPHK2
JUND,TNFRSF12A
JUND,MTRNR2L9
JUND,RECQL5
JUND,COTL1
JUND,TFPT
JUND,PRPF31
JUND,B3GAT3
JUND,CENPP
JUND,AXL
JUND,KMT5C
JUND,RPL22
JUND,JOSD1
JUND,MMGT1
JUND,MTRF1
JUND,COL7A1
JUND,ZNF543
JUND,SSBP1
JUND,EFR3A
JUND,NOL8
JUND,LRPPRC
JUND,DUS2
JUND,DDX28
JUND,PRCP
JUND,LIMK1
JUND,DDIAS
JUND,FAM206A
JUND,ELP1
JUND,MAFF
JUND,SLC35B1
JUND,LIN54
JUND,SARAF
