Gene1	Gene2	EdgeWeight
MXD4	SMAD2	0.0032387667
PTGR1	ESRRG	0.0032387434
CREB3L4	RFC3	0.00323868
XRN1	ARID5B	0.0032386468
SOX3	CRX	0.0032386223
PLXNA2	CAMK2D	0.0032386186
KHDRBS2	TRAPPC8	0.0032386035
BCAR3	SMAD2	0.003238583
RNF13	KIF21A	0.0032385658
SF1	PPP1R9A	0.0032384954
TMEM64	NLGN4X	0.0032384682
REV3L	MAP3K2	0.0032384393
COBLL1	BMPR1A	0.00323842
FARSB	NFIB	0.0032383793
YAF2	MPHOSPH9	0.0032383245
ZFYVE16	MAPK10	0.003238313
FOXP1	KIAA1109	0.0032382996
TRIP11	NCOA6	0.0032382181
BCL11B	MLLT6	0.0032381942
SHOX2	TBC1D4	0.0032381937
FAM89A	NDC80	0.003238179
CEBPZ	MAP3K2	0.003238141
CNKSR3	CAMK2D	0.0032381408
ETV4	KIF15	0.0032381215
DUSP4	WDHD1	0.0032380656
PROM1	CDK6	0.0032380472
SRSF3	AFF1	0.003238037
DTL	PER3	0.003238019
COL4A1	BMPR1A	0.003237933
AFF1	CEP85L	0.0032379078
TRIP11	FAM117B	0.0032378729
GPC6	FAM135A	0.0032378724
TRIM33	KIF21A	0.0032378384
TRIM27	ITPR2	0.0032377504
CCPG1	ANKRD13C	0.0032376624
SFRP2	ZEB1	0.0032376393
RORB	DNA2	0.0032375904
ZNF24	TTK	0.003237554
FOXN3	PDE3B	0.0032375315
TIMM8A	SKA3	0.003237492
ZNF764	BLM	0.0032374654
TPD52	ITPR2	0.0032374202
CCPG1	MEIS2	0.0032374088
NUP35	SMAD2	0.003237405
YBX1	ATP2B4	0.003237363
SRSF10	RFC3	0.0032372645
NUP54	TMEM131	0.003237233
ARL4A	PIP4K2A	0.0032372314
SRSF6	NR3C1	0.0032372107
PRPS2	TRIM33	0.0032371543
RXRG	PRDM14	0.003237104
TSPAN12	RSPO3	0.0032370717
MMP16	TRIM2	0.003237059
PRDM14	TAF1L	0.0032370547
HAND2	HELZ	0.003237037
ZHX3	LEF1	0.0032369958
TFPI	MAPK10	0.0032369394
CCPG1	APC	0.0032369331
CPE	TMEM131	0.0032369185
TMEM131	PARN	0.0032368826
RORB	SFMBT1	0.003236874
BCL11B	PELI2	0.0032367865
PPAPDC1A	NLGN4X	0.0032367096
LIMCH1	NCOA6	0.003236701
PPAPDC1A	FAM135A	0.0032366435
MCM7	MPHOSPH9	0.00323658
DNMT1	ITPR2	0.0032365683
CBR1	FBXO5	0.0032365476
ZEB2	WWP1	0.0032364926
ISCA1	CCDC138	0.0032364689
MCM6	ITPR2	0.0032363904
SRSF10	FBXO34	0.0032363888
KRCC1	XRN1	0.0032363806
ARL4A	BRWD1	0.003236355
SIPA1L2	ITPR2	0.0032362519
SOX17	MAPK10	0.0032362319
PGR	NCAM1	0.0032362149
SSB	CDC7	0.00323617
LECT1	POU2F1	0.003236105
COLEC12	RSPO3	0.0032360677
KLF6	KIAA1109	0.0032360249
RXRG	ESPL1	0.0032360149
TCF7L1	ITPR2	0.0032359795
SOX7	ITPR2	0.0032359762
LGR4	GABRB3	0.0032359732
FOXN3	NR2C1	0.003235887
SLC39A11	MAP4K3	0.0032358295
ZNF30	FBXO5	0.0032358195
ELMOD2	NDC80	0.0032357955
NT5DC3	TRIM33	0.0032357317
ZNF521	FER	0.0032356957
ELL2	MEIS2	0.0032356717
ERCC-00025	MEIS2	0.003235642
PDCD4	MPHOSPH9	0.0032356333
ERCC-00113	CAMK2D	0.0032356163
SEMA5A	FOXP1	0.0032355837
TPD52	RBFOX2	0.0032355343
PRMT6	TRERF1	0.003235486
DEK	ATF6	0.0032354638
COLEC12	KHDRBS2	0.003235462
DNAJC2	KIF15	0.0032354565
GTF2H2	MAP4K3	0.0032353897
SEMA6D	CDK6	0.0032353876
SRSF6	PIP4K2A	0.0032352987
HSD17B11	CUX1	0.003235286
PBX1	PDE3B	0.0032351501
MAP3K2	HOMER1	0.0032350963
TRIM33	MAP3K2	0.0032350316
RUVBL2	KDM6A	0.0032349904
RRAS2	DAAM1	0.0032349527
PBX1	PELI2	0.0032349494
PDCD4	PDE3B	0.0032348922
TLE3	TMEM131	0.0032348703
PRKACB	CPE	0.0032348542
ERCC-00043	POU2F1	0.0032348142
TRIM22	TAF1L	0.0032348137
PDCD4	ST8SIA1	0.00323477
MIF	FAM117B	0.0032347234
RRAS2	MAPK10	0.0032347057
NFAT5	HOMER1	0.003234682
FARSB	PIP4K2A	0.0032344654
KIAA1109	DAAM1	0.0032343261
ANKZF1	MEIS1	0.0032343199
VPS54	BRWD1	0.0032343057
TRIM2	KIF21A	0.0032342644
MECOM	TTK	0.0032342616
EHMT2	CAP2	0.003234251
BMPER	PELI2	0.0032341967
ZNF589	ITPR2	0.0032341946
ID1	FAM135A	0.0032341506
RAI14	NFIB	0.003234125
SNRPB	POU2F1	0.003234112
RPE	TRIM33	0.0032340218
MIA3	ATF6	0.0032340111
FN1	RSPO3	0.003233998
PIK3R5	CLDN11	0.0032339133
DNAJB14	MAP3K2	0.00323389
TTC39B	ARID5B	0.0032338852
SH3BGRL	TRIM2	0.0032338765
PREPL	HOMER1	0.003233861
ARL4A	FER	0.0032338158
HRSP12	KHDRBS2	0.0032338146
TEX10	XRN1	0.0032337306
TLE1	MPHOSPH9	0.003233726
MLL3	ARID5B	0.003233717
FOXK1	PER3	0.0032336828
SRSF6	GDAP1	0.0032336381
CAP2	CEP85L	0.0032336288
SRSF2	KIF15	0.0032336162
HRSP12	LEF1	0.0032336111
PBX1	PARN	0.0032335746
MED14	PCDH7	0.0032335736
ERCC-00112	GDAP1	0.00323356
CCPG1	ELMO1	0.0032335294
PDCD4	NCAM1	0.0032334465
MAFF	PER3	0.0032334393
SLCO2A1	ITPR2	0.0032334276
DCLK1	FER	0.0032334223
SATB1	PHF21A	0.0032334218
VIM	KAT6A	0.0032333706
RAI14	TTK	0.0032333592
HAND2	MEIS1	0.0032332707
PELI2	FER	0.00323326
ZFHX3	SMARCC1	0.0032331396
SRSF2	ATF6	0.003233131
OAS1	BUB1B	0.003233118
GDAP1	SMAD2	0.0032330856
TEAD1	MEIS1	0.0032330742
IL6ST	PELI2	0.0032330405
PLK1	TRERF1	0.003232997
EGR1	ZEB1	0.0032329906
NUCB2	VPS54	0.0032329434
ERCC-00074	HELZ	0.0032329336
CCDC82	NFAT5	0.0032328942
TRIP11	ANKRD26	0.0032328449
REL	RBFOX2	0.003232825
SUPT7L	ATP11B	0.0032328232
SOX4	PELI2	0.0032327594
JUND	WDFY1	0.0032326838
ELMO1	PPP1R9A	0.0032326798
GABRB3	PELI2	0.0032326747
CASD1	TRIM2	0.0032325876
KIAA1109	KAT6A	0.003232551
TIPARP	BMPR1A	0.0032325399
CASD1	CBFA2T2	0.0032325336
PTGR1	BRWD1	0.0032325194
RAI14	VPS54	0.0032324882
YPEL5	ATF6	0.003232458
SENP7	ATF6	0.003232438
ZNF238	ESRRG	0.00323242
SLC39A11	EXO1	0.0032324153
ALS2CR8	PELI2	0.0032323904
SRSF1	KDM6A	0.003232381
APBB2	CBFA2T2	0.00323234
PLP1	SMAD2	0.0032322956
ATP11B	MEIS1	0.0032322924
ENO1	GLMN	0.0032322686
FOXP1	ATRX	0.0032322316
TRIP11	NR2C1	0.0032322265
HPRT1	ANKRD6	0.0032321932
DEDD2	MPHOSPH9	0.0032321077
HNRNPK	ARID4B	0.0032320693
SLITRK2	NCAPG	0.0032320605
ARID3A	CDK6	0.0032320505
CUL1	UNC5D	0.003232046
SORL1	TRAPPC8	0.0032320234
LGR4	SOS2	0.0032320123
ERCC6L	RFESD	0.0032320006
KLHL24	PARN	0.0032319613
ARL4A	PARN	0.0032319273
NEDD9	XRN1	0.0032319073
ERCC-00003	CAMK2D	0.0032318956
TSPAN12	PELI2	0.003231884
ETV3	DEPDC1B	0.0032318367
CSDE1	GLMN	0.0032318186
SAP18	PELI2	0.0032317638
CEBPZ	GDAP1	0.0032317636
CXXC1	CAMK2D	0.003231717
CCDC82	KAT6A	0.0032316798
MCM5	DEPDC1B	0.0032316796
HIF1A	NR3C1	0.0032316574
HDGF	AGPAT5	0.0032316553
SNX14	ITPR2	0.0032315406
SOX17	MLLT3	0.0032315108
ERCC-00002	LEF1	0.003231475
YAF2	DCAF6	0.003231418
CCDC138	PPP1R9A	0.0032314125
VIM	NCAM1	0.0032313997
NOL11	PCDH7	0.0032313669
CSRP2	MLLT3	0.0032312132
HOXB2	TTK	0.0032311087
ERCC-00003	FAM135A	0.003231075
RFC3	VPS54	0.0032310698
RNF13	MPHOSPH9	0.0032310502
CSRP2	NKX3-1	0.0032310502
CSDE1	SNX14	0.0032310376
TDP2	KAT6A	0.0032310307
ARHGAP29	SMAD2	0.0032310055
TRIM28	ATF6	0.00323097
ZRANB2	HOMER1	0.0032309652
CCNB2	ITPR2	0.003230964
DNAAF2	TTK	0.0032309568
SOX2	PER3	0.003230932
FLI1	UNC5D	0.0032308712
CBX3	ELMO1	0.0032308172
RUNX1	TRAPPC8	0.00323081
PIP4K2A	UNC5C	0.0032307853
PDE3B	TRIM33	0.0032307785
ERCC-00053	CDK6	0.0032307755
HIST1H1B	NCAM1	0.0032307624
SALL3	TAF1L	0.0032307555
PIP4K2A	NFAT5	0.003230675
MDM4	PER3	0.0032306677
CDK6	PPP1R9A	0.0032306593
TPD52	NR3C1	0.003230641
CDCA7L	BMPR1A	0.0032305808
ZNF280B	DEPDC1B	0.0032305375
PDGFRA	RFC3	0.0032304858
NUP35	TRAPPC8	0.0032304616
MFAP4	LEF1	0.0032303825
SEMA5A	ST3GAL6	0.0032303657
ZNF516	WWP1	0.0032303461
PLCB4	RBFOX2	0.0032303396
CTNNB1	FBXO34	0.0032303354
TMSB15B	LEF1	0.0032303156
VIM	WWP1	0.0032302986
MRS2	PCDH7	0.0032302462
TMOD1	POU2F1	0.0032301887
PA2G4	BUB1B	0.0032301329
PRKACB	CEP85L	0.0032301212
RUVBL2	SMAD2	0.0032300795
GABRB3	NLGN4X	0.0032300206
MCCC1	XRN1	0.003229955
TAF1L	EXO1	0.0032299343
ARFGAP3	APC	0.0032299247
APBB1	NFIA	0.0032299154
ZDHHC21	RBFOX2	0.0032298807
HSD17B11	RFC3	0.003229864
SLC39A8	SMAD2	0.0032298132
MAMLD1	BMPR1A	0.0032298118
CCDC82	PER3	0.0032297962
POLR2F	KDM6A	0.0032297957
NIPSNAP3A	GDAP1	0.0032297648
TFDP1	NR3C1	0.0032297627
FARSB	ANKRD6	0.0032296856
COMMD10	KAT6A	0.003229628
TPD52	GDAP1	0.003229613
RRAS2	UNC5D	0.0032295897
CCPG1	FER	0.0032295429
RXRG	EXO1	0.0032295368
ENO1	CCDC138	0.0032295287
CD9	BUB1B	0.0032294686
ELK3	FER	0.0032294367
MCM3	FAM135A	0.0032294244
PRMT6	ITPR2	0.0032293785
SF1	STT3B	0.0032293333
PRIM1	MLLT3	0.00322924
CBFA2T2	LEF1	0.0032291815
NAA15	ANKRD26	0.0032291627
CHEK2	ITPR2	0.0032291575
C11orf82	GDAP1	0.0032290842
TRIM2	NR2C1	0.0032290702
BCL11A	XRN1	0.0032290495
SATB1	PARN	0.0032289852
ENO1	CBFA2T2	0.0032289515
KLHL28	KHDRBS2	0.0032289368
ZNF238	PHF21A	0.0032289263
MAPK10	NFIA	0.003228917
ZNF202	GDAP1	0.0032289035
FOXH1	RTKN2	0.0032288302
LPGAT1	TRIM2	0.0032287415
TLR4	TRERF1	0.003228694
NFIA	ATP11B	0.0032286562
EMB	ARID5B	0.0032286444
CCDC141	TRERF1	0.0032286157
TLR4	PELI2	0.0032286118
ENO1	MALT1	0.0032285706
MCC	TRAPPC8	0.0032285065
PHLDA1	MAP4K3	0.0032284923
TMF1	PCDH7	0.0032284528
NCOA6	LEF1	0.0032284006
JPH1	CDK6	0.0032283606
BCLAF1	LIMCH1	0.0032282805
KLF7	GDAP1	0.0032282495
ASNS	TRIM33	0.003228236
MYOF	SFMBT1	0.0032282202
ARFGAP3	TMEM131	0.0032282008
MCM3	XRN1	0.0032281026
VAMP7	ANKRD13C	0.0032280472
NAA15	RSPO3	0.0032280472
SERHL2	BLM	0.0032280094
MKI67IP	FAM135A	0.0032279994
TPD52	FBXO34	0.0032279966
LMO2	CDK6	0.0032278865
YBX1	CCDC138	0.0032278409
TMEM64	CUL1	0.0032278139
CASD1	TMEM131	0.0032277724
HSD17B11	TMEM131	0.003227715
RNF14	NLGN4X	0.0032277128
MALT1	MEIS1	0.0032276728
ERCC-00165	ESRRG	0.0032276092
ENC1	RBFOX2	0.0032275931
BNIP3	WWP1	0.0032275827
DAB2	SMAD2	0.0032275782
ID1	PIP4K2A	0.003227571
DPYSL3	KAT6A	0.0032275494
TEX10	UNC5D	0.0032274798
RIOK1	BRWD1	0.003227443
PCDH10	NCAM1	0.0032274195
MAFG	SMARCC1	0.003227387
TIPARP	FER	0.003227361
CREB3L2	POU2F1	0.003227356
MEIS2	NFAT5	0.0032273435
E2F3	TRIM33	0.0032273412
CREB3L2	HELZ	0.0032273354
SIRT1	ATP11B	0.0032273214
SEMA3A	KIF21A	0.0032272427
LMO3	ZEB1	0.0032272395
KLF5	MAP3K2	0.0032272257
SLC19A2	NCAPG	0.0032272113
TTC27	NLGN4X	0.003227182
MAFG	ATP11B	0.0032271505
SRSF2	NR3C1	0.0032271314
MYBBP1A	KIF15	0.0032270795
RGS5	CAP2	0.0032270127
RGS5	FAM135A	0.0032269584
JPH1	NLGN4X	0.0032269307
ERCC-00112	FAM135A	0.0032268958
ARL4A	ATF6	0.0032268914
MXI1	TMEM131	0.003226858
MRS2	POU2F1	0.0032268397
EWSR1	PLXNA2	0.0032268062
SF1	SCD5	0.0032267917
HLA-DQB1	ZEB1	0.003226773
CSDE1	ATRX	0.0032267543
SRSF2	NLGN4X	0.0032267424
ZNF8	ZEB1	0.0032267014
RARG	HDAC9	0.0032266935
FXR1	ARID4B	0.0032266711
VHL	FER	0.0032266618
CEP85L	CAP2	0.0032266555
FASTKD3	CAMK2D	0.0032266309
ISL1	LEF1	0.0032266125
ILF3	GLMN	0.0032266057
SMARCD1	NFIA	0.0032265135
KIAA1109	BRWD1	0.003226479
FAM69A	KDM6A	0.0032264183
VPS13C	ANKRD26	0.0032263324
ERCC-00060	MEIS1	0.0032263221
DAB2	CAP2	0.0032263172
SRSF2	NDC80	0.0032262634
CEBPZ	MALT1	0.0032261608
SP100	ANKRD13C	0.003226152
TEAD4	MAP4K3	0.003226127
ATF6	KAT6A	0.0032260607
USP44	TGFBR3	0.0032260353
DYNC1I1	PDE3B	0.0032259475
ZBTB2	CAMK2D	0.0032259137
LEPREL1	LEF1	0.0032258993
RHAG	NCAM1	0.0032258185
NFAT5	KHDRBS2	0.0032258066
NCOA6	ITPR2	0.0032257405
GTF3C4	MEIS2	0.0032257382
KDR	ESRRG	0.0032257207
SRC	BLM	0.0032257028
ERCC-00136	POU2F1	0.0032256385
PTMA	ITPR2	0.003225585
MLLT3	KIF21A	0.003225575
PARP1	ATP11B	0.0032255643
KLHL24	PCDH7	0.0032255442
TRIP11	CBFA2T2	0.0032255326
CNTRL	ATP11B	0.0032254627
SLC46A3	TGFBR3	0.0032253703
BCL11A	ANKRD13C	0.0032253133
KIF21A	RSPO3	0.003225313
TRIM27	PER3	0.0032253023
GATA2	CAMK2D	0.00322527
RTKN2	PELI2	0.0032252583
UPF2	TRIM2	0.0032252255
ARID4B	MPHOSPH9	0.003225167
BLM	ARID5B	0.003225143
WDR35	ARID5B	0.0032251407
EHMT2	SMAD2	0.003225108
RRN3	PHF21A	0.003225099
TMF1	NCOA6	0.0032250825
UNC5D	GDAP1	0.0032250462
ELMO1	NFIA	0.003224989
SIPA1L2	TMEM131	0.0032249761
TRIM28	MIA3	0.003224958
APOBEC3C	PHF21A	0.0032248413
SMG6	UNC5C	0.0032247908
CA14	CDCA2	0.0032247885
BCLAF1	AFF4	0.003224786
ZNF238	NLGN4X	0.0032247638
SNAI1	MAMLD1	0.0032246974
POU2F1	APC	0.0032246604
SLC6A15	LIMCH1	0.0032245363
PCDH10	GABRB3	0.003224527
CCNE2	SKA3	0.0032245188
RBFOX2	KIF21A	0.0032244474
PDCD11	VPS54	0.0032244448
SATB1	NCAM1	0.0032242357
CAP2	PPP1R9A	0.0032241954
PHLDB2	CAP2	0.0032241812
KHSRP	KIF21A	0.0032241652
TRIM33	UNC5C	0.0032241584
GLMN	FER	0.0032241542
CCPG1	SCD5	0.0032241482
CCDC82	CUL1	0.003224112
MAFG	SIPA1L2	0.0032240862
UPF1	AFF1	0.0032240835
PPPDE1	CAP2	0.0032240825
FEZ1	KHDRBS2	0.0032240741
ZNF83	KHDRBS2	0.0032240397
ALCAM	TRIM33	0.0032239992
NXT2	TRERF1	0.003223963
TMEM64	NCAM1	0.0032238779
S1PR3	DNA2	0.003223862
AGL	RFC3	0.003223857
RFESD	PHF21A	0.0032238092
PCDH10	TRIM2	0.0032237885
RBBP4	PPP1R9A	0.0032237873
EOMES	E2F7	0.0032237591
DPF2	NFAT5	0.0032237042
NPM1	CDK6	0.003223661
DPYSL3	NR2C1	0.0032236467
WWP1	BRWD1	0.003223606
ZRANB2	COMMD10	0.00322354
MRPS35	NLGN4X	0.0032235256
ERCC-00145	FAM135A	0.0032235144
PDCD4	PBX1	0.0032234732
YBX1	CBFA2T2	0.0032234697
NFIA	APC	0.0032234539
GATA2	ITPR2	0.003223431
ZRANB2	ATRX	0.0032234306
HNRNPAB	KAT6A	0.003223415
MKI67IP	HDAC9	0.003223243
MAP3K2	TMEM131	0.0032232113
ZEB1	ELMO1	0.003223194
ANKRD26	ATF6	0.003223165
PRIC285	FAM135A	0.0032231242
ELAVL2	MAPK10	0.0032230604
PLP1	RBFOX2	0.0032230285
POLR2D	ATP11B	0.0032230273
PHF21A	PIP4K2A	0.0032229694
WDR3	EXO1	0.0032229237
CCKBR	KIF15	0.003222897
BTG2	NFIA	0.0032228737
PDE3B	XRN1	0.0032228073
SOX5	ZEB1	0.003222806
ERCC6L	GYPA	0.0032228034
PA2G4	MLLT3	0.0032227852
ZNF160	BMPR1A	0.0032227852
TTC27	CAMK2D	0.0032227254
TIMM8A	ITPR2	0.003222618
ISL1	RTKN2	0.0032226155
JUND	ZFYVE16	0.0032225684
TADA1	KHDRBS2	0.0032224106
PDLIM3	TDRD7	0.003222403
TMEM38B	CDCA2	0.0032222602
LRR1	PELI2	0.0032222413
NRIP1	TRIM2	0.0032222397
FOXJ2	ITPR2	0.003222234
ZNF24	KAT6A	0.0032222332
CALB1	TRERF1	0.003222227
MAML3	WWP1	0.0032222252
SNRPD1	PELI2	0.0032222196
PLK1	MPHOSPH9	0.0032222143
PMAIP1	CCDC138	0.003222123
HCFC1	BMPR1A	0.0032220872
POLR3G	KHDRBS2	0.0032220092
SRSF3	CCDC138	0.003221985
ARFGAP3	MALT1	0.003221971
SH3BGRL2	ATP11B	0.0032219002
AR	PER3	0.0032218471
RUNX1	FER	0.0032218285
POU3F1	NLGN4X	0.0032217905
SRC	PELI2	0.003221788
MKI67IP	POU2F1	0.0032217817
WWTR1	PHF21A	0.003221779
HLA-DQB1	CCNA2	0.0032217787
CAMK2D	HDAC9	0.0032217477
STT3B	LIMCH1	0.003221738
THAP9	MAP4K3	0.0032216622
ZEB1	PARN	0.003221606
SORL1	NCAM1	0.0032215952
CXXC1	KIF15	0.003221591
MCM3	VPS54	0.0032214723
ALPK2	CDCA2	0.0032213042
SIPA1L2	ATF6	0.0032212501
UPF2	ANKRD26	0.0032212208
HIST1H1B	RTKN2	0.0032211954
NUSAP1	APC	0.0032211938
CREB3L2	FAM117B	0.0032211908
TNC	NCAPG	0.00322113
FEZ1	MAP4K3	0.003221089
CAMK2D	NR2C1	0.0032209523
HAS2	BMPR1A	0.0032209076
RRAS2	PDE3B	0.0032209014
SEMA5A	FAM117B	0.003220871
RNF138	ITPR2	0.003220852
ASS1	ITPR2	0.0032208327
SEMA3A	ANKRD13C	0.003220829
PRICKLE1	KIF21A	0.003220805
CCNE2	PELI2	0.0032207882
CA2	PHF21A	0.003220756
MLL3	PER3	0.0032207498
TCEA1	PDE3B	0.0032206308
CHEK2	KDM6A	0.003220558
EWSR1	CBFA2T2	0.0032204497
TRIP13	VPS54	0.0032204308
ERCC-00111	FAM135A	0.0032203917
TCEA1	NCOA6	0.0032203777
KAL1	FAM135A	0.0032203528
LECT1	NLGN4X	0.0032203486
PRSS23	CDK6	0.0032202993
PAM	HOMER1	0.0032202993
GPC3	ANKRD6	0.0032202238
NFIA	GDAP1	0.0032201954
RBBP4	PCDH7	0.003220155
HDGF	GLMN	0.003220125
EPCAM	GDAP1	0.0032201183
ENC1	NLGN4X	0.003220058
SEMA5A	TRIM2	0.0032200206
FUBP1	PARN	0.0032200161
MCM4	BMPR1A	0.0032199414
HMGA1	NFAT5	0.003219823
TRIM33	HOMER1	0.003219815
MYBL2	MEIS1	0.0032198115
SLC35F1	LEF1	0.003219771
ABLIM1	BRWD1	0.0032197586
ATRX	ITPR2	0.0032196753
SRSF10	HOMER1	0.0032196494
BAG3	GDAP1	0.003219646
CA2	DTL	0.0032196234
ERCC-00044	PHF21A	0.0032195975
NDUFC2-KCTD14	TAF1L	0.003219548
PHF21A	NR2C1	0.003219547
ERCC6L	ESCO2	0.003219546
SF1	PLXNA2	0.00321954
SETBP1	NCAM1	0.0032194764
HOXB7	PHF21A	0.0032193887
PPARGC1B	PELI2	0.0032193635
APBB2	ST8SIA1	0.003219347
KDM6A	ARID5B	0.003219327
DDX54	SMAD2	0.0032193228
ARID4B	CEP85L	0.0032192592
AFF4	MPHOSPH9	0.0032192466
HOXB6	TRERF1	0.0032192073
PURA	WWP1	0.0032191996
CA14	ESPL1	0.0032191803
POLR2H	ITPR2	0.0032191477
NUP35	KHDRBS2	0.0032191393
NUP54	SOS2	0.0032191277
MCM4	ITPR2	0.0032191172
PHF17	TRIM33	0.003219114
YPEL5	MAP3K2	0.0032190736
ZDHHC21	ANKRD26	0.003219063
YBX1	ANKRD26	0.0032190122
TCEA1	FBXO34	0.003218941
BTBD10	RBFOX2	0.0032188075
DECR1	LEF1	0.0032187672
SH3BGRL	MEIS2	0.003218762
ZNF83	VPS54	0.0032187395
DCAF6	AFF4	0.003218698
KLF6	PER3	0.003218634
FLI1	KDM6A	0.003218622
YBX1	ATF6	0.0032185
VPS54	GPC6	0.0032184923
HAS2	ESRRG	0.0032184664
ANKRD28	RTKN2	0.003218426
ERCC-00112	PHF21A	0.0032183335
PRKACB	NR2C1	0.0032183316
SCD5	XRN1	0.0032182743
PPP1R9A	RTKN2	0.003218235
APBB2	NFIA	0.0032182205
ARID5B	GDAP1	0.0032181088
THY1	NCAPG	0.003218096
ERCC-00046	LEF1	0.0032180913
TRIP11	PER3	0.0032180725
HIST1H1B	GDAP1	0.0032179796
ANKMY2	ATP11B	0.0032179498
FUBP1	PPP1R9A	0.0032179472
USP44	ZEB1	0.0032178927
MED14	ITPR2	0.0032178645
MAN1A1	NLGN4X	0.0032178352
TBC1D4	FAM135A	0.0032178184
JMJD1C	ATRX	0.003217792
NONO	TMEM131	0.0032177786
TRUB1	NCAM1	0.003217768
RAVER2	CAP2	0.0032177593
NFKBIA	APC	0.003217722
SETBP1	RFC3	0.0032176943
PRKACB	MEIS1	0.0032175528
NOL11	TTK	0.0032175411
SOX4	MPHOSPH9	0.0032174943
SPIB	CCNA2	0.00321732
ST3GAL6	GDAP1	0.0032172587
PELI2	NCAM1	0.0032172527
SP100	PDE3B	0.0032172466
DYNC2LI1	FAM117B	0.003217222
GYPE	RFC3	0.0032171449
ALS2CR8	ITPR2	0.003217142
ERCC-00136	MEIS1	0.0032171118
WDR12	KAT6A	0.003217061
PA2G4	PELI2	0.0032170473
ZRANB2	ZDHHC21	0.0032170296
GATA6	FAM135A	0.0032169686
TRAPPC8	ANKRD26	0.0032169404
HOXB3	CAMK2D	0.0032169067
PGR	POU2F1	0.0032168278
MCM6	POU2F1	0.0032168275
NUCB2	TMEM131	0.0032168073
MSX1	NFIA	0.0032167519
CRABP2	SMAD2	0.0032167258
CENPK	PDE3B	0.0032166957
DNAAF2	ANKRD13C	0.003216689
NUSAP1	CUL1	0.0032166792
ERCC-00171	PELI2	0.0032166613
ELOVL2	NDC80	0.0032165605
HELZ	KHDRBS2	0.0032165213
SIPA1L2	VPS54	0.003216516
MXI1	GDAP1	0.0032164566
BARX2	GAD1	0.003216446
SHOX2	ZFP42	0.0032163626
BMP2	CDK6	0.0032162594
MCM3	PER3	0.0032162566
SENP7	LIMCH1	0.0032162254
CUX1	RFC3	0.0032161465
DAAM1	ANKRD6	0.0032160804
SRC	KIF15	0.00321608
DNA2	CDCA8	0.0032160433
YAF2	ABLIM1	0.0032160154
MCC	FER	0.0032159314
TCF4	PDE3B	0.0032158815
FOXF1	RFC3	0.0032158643
TBC1D4	ESRRG	0.0032158138
PHF17	ARID5B	0.0032157756
TMEM64	FAM117B	0.0032157663
SERTAD2	PDE3B	0.00321576
PSMD9	MLLT3	0.0032156094
TP53	FAM135A	0.0032155917
MAFF	POU2F1	0.0032155574
POLR1C	VPS54	0.003215544
SEMA6D	ESRRG	0.003215531
DEPDC1B	CDC7	0.003215528
MAN1A1	BRWD1	0.0032154932
TRIM33	NR2C1	0.0032154552
SMAD5	AFF4	0.0032154527
APC	CEP85L	0.0032154468
ERCC-00060	FAM135A	0.0032154047
CREB3L4	RAD51	0.003215383
AMN1	KHDRBS2	0.003215269
GYPE	POU2AF1	0.003215262
FAM46A	HELZ	0.0032152322
NFATC1	LEF1	0.0032152128
SRSF3	DAAM1	0.0032152128
FBXO34	UNC5C	0.00321518
MEF2D	AFF1	0.0032151667
ERCC6L	CDCA8	0.0032151428
VPS13C	KHDRBS2	0.0032150662
NONO	NFAT5	0.0032150631
DAXX	KIF15	0.0032149851
WDR5	CDC7	0.003214914
MEIS2	XRN1	0.0032148794
BMPER	GDAP1	0.0032148336
MLLT3	KAT6A	0.003214786
TMF1	PARN	0.0032147656
DCLK1	TRIM33	0.0032147195
DNAJC2	KAT6A	0.003214623
NFATC1	ITPR2	0.0032145977
SLC39A8	NDC80	0.003214586
HMGN2	XRN1	0.003214563
ANKRD26	MPHOSPH9	0.0032145607
KLF5	TRIM2	0.0032145306
TRIP13	ERCC6L	0.0032144948
MECOM	LIMCH1	0.003214484
ZBTB2	RFC3	0.0032144603
SH3BGRL2	PCDH7	0.0032144375
ZEB1	TMEM131	0.003214286
PALLD	KIF21A	0.0032142727
COL4A1	MLLT3	0.0032141167
UBTF	ZEB1	0.0032141134
CD200	BRWD1	0.003214095
IL6ST	CBFA2T2	0.0032140824
ALYREF	NLGN4X	0.0032140412
SSFA2	GDAP1	0.003214017
TTC39B	FAM135A	0.0032138843
NFYB	PER3	0.0032137802
MAP3K2	SOS2	0.0032137586
PTPRZ1	HELZ	0.0032137523
SATB1	ANKRD26	0.003213712
POLR3E	NLGN4X	0.0032137113
TRIM28	SOS2	0.0032136864
POLR1C	BMPR1A	0.0032136296
FUS	LIMCH1	0.0032136233
ACOX3	GDAP1	0.0032136126
RPP40	BLM	0.003213565
TIMM8A	BLM	0.0032135579
SENP7	KAT6A	0.0032135248
DDX54	BMPR1A	0.0032134897
TMEM131	FOXP1	0.0032134606
SPIB	CDC7	0.0032134166
AMN1	CEP85L	0.0032134077
CBX3	FBXO34	0.0032134021
PPP1R9A	UNC5D	0.003213384
SENP7	CEP85L	0.0032133593
ZBTB2	RSPO3	0.0032133409
PGM2	TRERF1	0.0032133248
SKIL	NR2C1	0.0032132678
DNA2	FBXO5	0.0032132587
VIM	APC	0.0032132252
UPF1	FAM117B	0.0032131213
HEG1	KDM6A	0.0032130796
