Gene1	Gene2	EdgeWeight
VIM	NANOG	0.0062574316
HOXB4	ETS1	0.006256143
ZBTB38	GYPE	0.0062560854
CCNA2	TAF1L	0.006255005
CNBP	GYPE	0.006254382
TIPARP	ETS1	0.006254232
MSX1	U2AF1	0.0062540043
ZNF30	SPIB	0.0062539387
HEG1	ETS1	0.0062537263
EEF1A1	OXTR	0.0062528593
ZBTB38	ZFP42	0.006251877
ASXL1	U2AF1	0.006251231
GCA	U2AF1	0.0062511037
LRRCC1	OXTR	0.0062505663
BCL11B	FOXH1	0.006249279
ECI2	NANOG	0.006249164
PTMA	TFE3	0.0062481784
ELMO1	OXTR	0.0062477817
UBTF	TAF1L	0.0062474986
ERCC-00053	OXTR	0.0062474054
SAP18	ZNF585B	0.006247329
CCDC138	U2AF1	0.0062470725
ARID5B	FOXH1	0.0062465165
SAP18	SNX18	0.006246161
SSB	ZNF585B	0.006245977
MRPS30	ETS1	0.006245717
POLR2D	U2AF1	0.006245513
C12orf23	SPIB	0.006245084
PER3	U2AF1	0.006244765
SERTAD2	U2AF1	0.0062444783
PHB2	ALPK2	0.006244462
SATB1	CRX	0.0062442375
RAX2	CRX	0.006244224
FZD5	SPIB	0.006244177
PHF21A	POU2AF1	0.0062439046
ILF2	ALPK2	0.006243369
TAF1L	U2AF1	0.0062429276
FOXF1	U2AF1	0.006242831
MRPS35	OXTR	0.0062426315
SOX7	TAF1L	0.006242483
RBMX	ETS1	0.0062423404
STT3B	OXTR	0.0062419376
TRPS1	U2AF1	0.006241731
STIM2	U2AF1	0.0062413258
RUVBL2	FOXH1	0.0062394
PRIC285	OXTR	0.0062393714
POLR2G	TFE3	0.006239133
DDAH1	ETS1	0.0062388973
ESRRG	NANOG	0.0062377565
UPF2	U2AF1	0.0062364154
GPR83	U2AF1	0.006235295
ENO1	ZFP42	0.006234745
HOXB2	TAF1L	0.0062344475
SOX2	SPIB	0.0062331012
HSD17B11	NANOG	0.0062330696
HLA-DRB1	MSANTD3-TMEFF1	0.0062327813
CBR1	ZFP42	0.0062326053
GATA2	SPIB	0.0062322686
TLE3	U2AF1	0.006232075
ANKZF1	U2AF1	0.0062316554
SENP7	OXTR	0.006230996
TAF1L	CRX	0.006230756
SFPQ	TAF1L	0.006230699
HNRNPK	POU5F1	0.0062305336
MIA3	U2AF1	0.006229763
MSANTD3-TMEFF1	ETS1	0.0062296162
TRIP13	SPIB	0.0062285205
PTMA	AIRE	0.0062284702
TRIM28	RAX2	0.0062278733
APBB1	OXTR	0.0062278127
SOX5	CRX	0.0062272972
ASXL1	OXTR	0.0062268116
POLR3E	U2AF1	0.0062264316
PLSCR4	U2AF1	0.006226299
CRABP2	U2AF1	0.006226147
LIN28A	ISCA1	0.006225883
PRIM1	POU2AF1	0.0062256493
NUP54	U2AF1	0.0062245145
ARL4A	TAF1L	0.006223247
AR	CRX	0.0062229526
TCEA1	NANOG	0.006221717
CD48	POU5F1	0.0062213354
HMGA1	NANOG	0.0062211743
PDCD4	OXTR	0.0062206774
PER3	POU2AF1	0.006220501
AGL	U2AF1	0.0062193912
ZHX3	GYPE	0.006219337
CALCOCO1	TLR7	0.0062188623
PER3	ETS1	0.0062183775
TLR4	SPIB	0.0062182015
POLR2H	SOX7	0.0062181526
RBBP4	U2AF1	0.0062176227
PALLD	ETS1	0.0062176147
NFIA	TAF1L	0.006217352
CBX3	TFE3	0.006217212
EHMT2	ETS1	0.0062172036
RNF14	SPIB	0.006216981
SNRPD1	SNX18	0.0062167053
SNAI1	ETS1	0.006215244
FOXN3	GYPE	0.0062148287
SUPT16H	TLR7	0.0062145805
B3GNT5	U2AF1	0.006214287
SOX5	TLR7	0.006213973
KAT6A	U2AF1	0.0062135006
COL5A1	TAF1L	0.006213455
PPM1H	U2AF1	0.00621341
CCPG1	ZFP42	0.006212286
LMO2	U2AF1	0.0062118336
SMARCC1	U2AF1	0.0062112366
CEP55	U2AF1	0.006211202
CCNB2	TAF1L	0.0062111355
SRSF3	CRX	0.0062108617
ACTC1	OXTR	0.006210815
RBMX	GYPE	0.0062102037
ERCC-00111	SPIB	0.006210004
PHLDA1	ETS1	0.006209485
SNRPB	GCM1	0.0062086317
SAP18	ARID3B	0.0062085325
ARID5B	OXTR	0.0062081306
UNC5D	U2AF1	0.006208017
HSD17B11	MSANTD3-TMEFF1	0.006207495
DLGAP5	TAF1L	0.0062072636
MEX3C	SPIB	0.0062067937
ESCO2	U2AF1	0.0062055895
MEIS2	POU5F1	0.0062055592
NRIP1	OXTR	0.0062050964
SF1	SRC	0.006204983
AES	U2AF1	0.0062043187
TTK	U2AF1	0.0062042126
NPM1	SOX7	0.006204191
POLR2A	TFE3	0.0062035853
PSMD9	AIRE	0.0062032407
TIMM8A	TAF1L	0.0062032407
MRPL1	ETS1	0.006202794
LTBP1	POU2AF1	0.0062026936
LHX1	U2AF1	0.0062021487
LEPREL1	SPIB	0.006202017
GINS2	TAF1L	0.0062015015
PMAIP1	SPIB	0.0061995354
SEMA6A	TAF1L	0.0061994293
HSD17B11	SNX18	0.0061993706
MAP3K2	OXTR	0.0061977534
HSD17B11	RAX2	0.0061963773
MIF	TFE3	0.0061957873
KHSRP	ARID3A	0.0061946907
GABRB3	U2AF1	0.0061928364
HOPX	U2AF1	0.006192082
ARID3A	POU2AF1	0.006191725
RHOBTB3	POU5F1	0.0061914525
C3orf14	TAF1L	0.0061913044
ILF3	RAX2	0.006189504
SATB1	TLR7	0.006187422
ANKRD1	ETS1	0.006186899
CBX3	CIITA	0.006186379
PA2G4	SRC	0.006185609
STK38L	U2AF1	0.006185501
EZH2	OXTR	0.0061852373
BTF3	CIITA	0.0061852057
ACTC1	POU2AF1	0.00618513
CBFA2T2	U2AF1	0.0061848974
SNRPD1	ARID3B	0.0061848448
PURA	U2AF1	0.0061847786
RNF19A	CRX	0.00618468
CREB3L2	U2AF1	0.0061837537
SH3BGRL	LIMD1	0.006183669
SSB	ARID3B	0.006183596
SULF2	TAF1L	0.0061830985
POLR2K	GCM1	0.006183002
PURA	TLR7	0.0061827023
POLR2I	GCM1	0.0061824257
POLR2G	AIRE	0.0061823707
POLR2G	SOX7	0.0061817593
XRCC5	TAF1L	0.0061815325
CHAF1A	TAF1L	0.0061811283
HNRNPAB	LIMD1	0.006181107
RNPS1	ALPK2	0.0061808317
SNRPD1	CIITA	0.0061807637
ITPR2	FOXH1	0.0061802696
SLCO2A1	SPIB	0.0061802543
SNRPD1	ZNF585B	0.0061802096
FUS	LIMD1	0.0061798505
HNRNPK	ETS1	0.0061798245
ASXL1	FOXH1	0.0061797644
KIF21A	OXTR	0.0061795386
HPRT1	GYPE	0.0061794403
NFKBIB	FOXH1	0.006179227
ASNS	POU2AF1	0.006177772
CRHBP	POU2AF1	0.006177766
LEF1	GYPE	0.0061776456
YBX1	CIITA	0.006177398
POU5F1	ETS1	0.0061768685
HIST1H1B	U2AF1	0.0061758365
FUS	NANOG	0.006175635
PHF21A	TAF1L	0.0061756223
SP100	GYPE	0.006175362
CCDC82	U2AF1	0.006175165
DAXX	OXTR	0.0061741234
POLR3E	ETS1	0.0061738766
DUSP4	U2AF1	0.006173747
EWSR1	FOXH1	0.006172194
FUS	RAX2	0.00617185
ODC1	ETS1	0.0061715525
ELL2	TLR7	0.006170077
POU2F2	U2AF1	0.0061698896
NUCB2	LIMD1	0.0061693047
UHRF1	OXTR	0.0061687045
CSDE1	GYPE	0.0061685625
SH3BGRL	SNX18	0.0061670286
TCEA1	ETS1	0.0061666244
PHB2	U2AF1	0.0061664684
PA2G4	ARID3B	0.0061661405
YAF2	POU2AF1	0.006165506
PGM2	SPIB	0.00616484
STAT3	TLR7	0.006164785
KIF23	ETS1	0.0061647044
ITPR2	GYPE	0.006164042
DLGAP5	ETS1	0.0061629415
PENK	U2AF1	0.0061625983
PAWR	ETS1	0.0061603044
TLE3	SPIB	0.00616029
AEBP1	TLR7	0.006160216
ASS1	OXTR	0.0061596464
ZNF521	U2AF1	0.006159429
ZFYVE16	U2AF1	0.0061592865
TIPARP	U2AF1	0.0061586313
SUPT16H	POU2AF1	0.00615807
HOPX	SPIB	0.006158002
XRCC6	RAX2	0.0061575985
DAB2	OXTR	0.006157511
MMP16	SPIB	0.006157465
RHOBTB3	MSANTD3-TMEFF1	0.0061573475
ETV1	U2AF1	0.006156457
TRIP6	ZFP42	0.0061557386
BUB1B	ETS1	0.0061557167
CBX3	ZNF585B	0.006155683
HEG1	U2AF1	0.006155054
HNRNPAB	NANOG	0.006154503
SNX14	U2AF1	0.0061544795
NUCB2	ETS1	0.006154102
SRSF10	GYPE	0.006153646
GYPE	U2AF1	0.0061536385
RNPS1	AIRE	0.0061529274
DECR1	RAX2	0.0061521707
PA2G4	U2AF1	0.0061512226
DDAH1	FOXH1	0.006150898
DEK	SOX13	0.006149634
SHOX	FOXH1	0.006149631
BTF3	ZNF585B	0.0061494517
CCNB2	FOXH1	0.0061492403
HNRNPK	LIMD1	0.0061484715
POLR2K	LMX1B	0.006147883
CD48	AIRE	0.006147876
GATM	FOXH1	0.0061476002
OXTR	U2AF1	0.006147233
STAT3	FOXH1	0.0061468375
SFPQ	LIMD1	0.0061465316
CEP55	ETS1	0.0061463984
HLA-DRB1	PRDM14	0.0061455253
KHSRP	POU5F1	0.006145445
PBXIP1	U2AF1	0.0061452463
GINS2	ETS1	0.00614405
CALCOCO1	ETS1	0.006143701
CCDC141	U2AF1	0.0061435592
U2AF1	OXTR	0.0061430675
HLA-DRB1	NANOG	0.0061429963
PAWR	FOXH1	0.0061428817
SNRPD1	U2AF1	0.0061428077
PREPL	U2AF1	0.0061427
CALCOCO1	FOXH1	0.006142455
IL6ST	GYPE	0.006140662
RBPJ	TLR7	0.00614059
FAM46A	OXTR	0.006140176
KIAA1804	OXTR	0.0061395112
TBC1D4	OXTR	0.0061393497
KLHL4	U2AF1	0.0061375904
IFI16	OXTR	0.0061371303
MYOF	ETS1	0.006136989
E2F7	SPIB	0.006136293
SSB	SRC	0.006136211
SNRPD1	GCM1	0.0061362046
TMEM47	U2AF1	0.006136133
SFPQ	RAX2	0.006135811
SHOX	CRX	0.006134648
GTF2H2	TAF1L	0.0061345086
RFXANK	CRX	0.006134396
RNPS1	TFE3	0.0061343363
MAFF	TAF1L	0.0061339363
RNPS1	ARID3A	0.0061337193
DLC1	POU2AF1	0.00613344
HLA-DRB1	TLR7	0.0061333035
C3orf14	CRX	0.006133178
ECI2	LIMD1	0.0061325403
MEIS1	U2AF1	0.0061312504
STAT3	POU2AF1	0.006131111
ITM2A	POU5F1	0.0061306464
MCM6	U2AF1	0.006130495
XRCC5	ZFP42	0.0061303955
CEP85L	TLR7	0.0061299424
ALYREF	ETS1	0.0061296364
ITM2A	PRDM14	0.0061288844
GPR83	ETS1	0.0061288145
HNRNPD	TAF1L	0.0061285025
TDP2	ETS1	0.0061282143
SMARCD1	OXTR	0.0061280266
SOX5	GYPE	0.0061275032
MFAP4	ZFP42	0.006127309
TIMM8A	U2AF1	0.0061270166
ARNT2	SPIB	0.0061267125
EPB41L3	TAF1L	0.0061266525
BCL11B	OXTR	0.0061262106
ERCC-00060	SPIB	0.0061260723
KLF6	ARID3A	0.006123688
HPRT1	CRX	0.006123294
WDFY1	SPIB	0.0061231507
SH3RF1	U2AF1	0.0061229877
ALG6	U2AF1	0.0061229286
TCEA1	LIMD1	0.006119631
DDX54	TLR7	0.0061189304
DECR1	TFE3	0.0061187274
KLHL6	ETS1	0.006117744
ILF3	ETS1	0.0061175334
COL5A2	GYPE	0.00611748
NOL11	U2AF1	0.0061173225
EPB41L3	POU2AF1	0.006116987
ZNF238	OXTR	0.0061168526
CLDN10	POU2AF1	0.006116693
RNPS1	POU5F1	0.0061164177
SNRPB	LMX1B	0.006116382
ITGA5	U2AF1	0.0061160144
RAI14	ETS1	0.006115753
KLHL6	SPIB	0.0061151055
PHB2	POU5F1	0.006114315
GATM	TAF1L	0.006113854
CALCOCO1	U2AF1	0.006113673
LIPG	SPIB	0.006113099
POLR2K	U2AF1	0.0061128773
DLGAP5	OXTR	0.0061123553
PPARA	POU2AF1	0.006112101
PHB2	ARID3A	0.006111822
PHF21A	ETS1	0.00611162
TCOF1	U2AF1	0.0061113136
REL	ZFP42	0.006111067
EPCAM	POU2AF1	0.0061105243
SOX5	ETS1	0.006109861
GATA3	U2AF1	0.006109851
CD48	RAX2	0.006109304
SETBP1	POU2AF1	0.0061092526
ZEB1	TFE3	0.006109175
SF1	PBXIP1	0.0061089112
SAP18	CIITA	0.0061084665
DDHD2	U2AF1	0.0061077
PHF17	U2AF1	0.00610732
CCNA2	OXTR	0.006107236
TEAD1	POU2AF1	0.0061070975
DEDD2	FOXH1	0.0061067515
NONO	POU5F1	0.006106701
FZD5	ETS1	0.0061058565
FLRT2	POU2AF1	0.006105025
PSIP1	SNX18	0.0061047683
DUSP10	ETS1	0.006104485
TJP2	OXTR	0.006102919
VIM	POU5F1	0.0061028996
CD48	SNX18	0.0061024437
MIF	AIRE	0.006102334
FBXO28	U2AF1	0.006101543
DNAJC2	LIMD1	0.006100583
XRCC6	ETS1	0.006100522
BTBD10	U2AF1	0.0060997177
PARP1	LIMD1	0.006099677
AEBP1	ZFP42	0.00609812
MTERF	OXTR	0.0060971286
WDR5	U2AF1	0.006096697
FLRT2	OXTR	0.0060963472
FBXO34	U2AF1	0.00609569
FUS	ARID3A	0.0060956012
AMIGO2	U2AF1	0.0060950746
ELL2	CRX	0.0060933735
PHF21A	CRX	0.0060928264
PPAPDC1A	OXTR	0.0060922094
CSDE1	ZFP42	0.0060921526
DDAH1	OXTR	0.006092107
CLDN11	SPIB	0.0060916916
SNRPB	TLR4	0.006091641
KLHL24	TLR7	0.006091163
C11orf46	U2AF1	0.0060910285
SF1	PPT2	0.0060904254
PAWR	OXTR	0.006090006
SPIB	CRX	0.0060899113
JUND	ZFP42	0.0060896706
ETV3	SPIB	0.006088495
LEF1	TAF1L	0.006088106
MBOAT1	SPIB	0.0060879984
IRF1	TLR7	0.0060876333
HAS2	U2AF1	0.006087419
WDR5	ETS1	0.006087072
TJP2	CRX	0.006086989
XRCC5	RAX2	0.006085663
RBMX	ARID3A	0.006085398
SEMA3A	SPIB	0.006085385
C11orf82	U2AF1	0.006084758
FBN1	TLR7	0.006084216
FOXN3	ETS1	0.0060830964
ODC1	ZFP42	0.0060829953
LIMD1	SPIB	0.006082834
DEK	U2AF1	0.006082156
ASXL1	POU2AF1	0.0060819546
TTC39B	SPIB	0.0060819536
CXXC1	U2AF1	0.0060816593
ARHGAP29	U2AF1	0.006081486
PRIM1	CRX	0.006081388
BNIP3	TLR7	0.006081366
CAP2	U2AF1	0.006080756
DEK	ARID3A	0.0060803546
SH3BGRL	NANOG	0.006080183
CLGN	SPIB	0.0060796
ANKRD26	GYPE	0.006079405
POLR2K	CIITA	0.0060790163
PDCD11	U2AF1	0.006078944
HIF3A	OXTR	0.006078817
B4GALT4	U2AF1	0.0060788095
TRIP6	TFE3	0.006078501
ROR2	U2AF1	0.0060782433
KHSRP	MSANTD3-TMEFF1	0.0060778162
SOX4	ETS1	0.0060770703
APBB2	ZFP42	0.0060769976
SAP18	GCM1	0.0060766116
THY1	CRX	0.0060763345
PRSS23	OXTR	0.0060762907
FUS	POU5F1	0.0060762176
DEK	PPT2	0.0060759755
NONO	MSANTD3-TMEFF1	0.0060755922
JUND	GYPE	0.0060747606
COL5A1	POU2AF1	0.006074445
NFKBIB	TAF1L	0.0060743853
LRAT	U2AF1	0.0060740435
WNT5A	SPIB	0.0060739806
PPPDE1	U2AF1	0.006073803
POLR2F	CIITA	0.006073399
SRSF10	LIMD1	0.006072697
B3GNT5	ETS1	0.0060725985
SFPQ	CRX	0.0060724453
CTNNB1	SPIB	0.006072381
POLR2K	ZNF585B	0.0060723377
MCM5	TAF1L	0.006072128
ENO1	LIMD1	0.0060713827
KHSRP	SNX18	0.0060712737
ATRX	OXTR	0.0060704136
DRAM2	FOXH1	0.0060701724
PA2G4	TLR4	0.006070115
HMGN2	GYPE	0.0060698427
C3orf14	ETS1	0.0060697873
RAB31	POU2AF1	0.006069183
SH3BGRL2	U2AF1	0.0060687335
NUCB2	RAX2	0.0060685305
PITX2	U2AF1	0.006068244
RUNX1	ETS1	0.006067488
KIAA0528	U2AF1	0.006067134
ZRANB2	LIMD1	0.006066991
TPD52	U2AF1	0.006066758
MCM2	ETS1	0.006066421
POLR2H	POU5F1	0.0060658557
FLRT2	ETS1	0.0060657007
BNIP3	ZFP42	0.006064017
CSDE1	RAX2	0.0060629775
CDCA8	ETS1	0.0060629454
SFPQ	TFE3	0.0060624015
ITPR2	POU2AF1	0.0060618785
GATM	OXTR	0.006061556
APBB1	POU2AF1	0.0060609984
NLGN4X	OXTR	0.006060822
LIPG	ETS1	0.0060607926
HRSP12	U2AF1	0.006060412
ELMO1	POU2AF1	0.006060285
PLK2	FOXH1	0.0060597556
EEF1A1	RAX2	0.006059607
SF1	ARID3A	0.006058989
PLCB4	ETS1	0.006058357
ARID4B	OXTR	0.006058216
NR2C1	SPIB	0.0060572806
CNBP	POU5F1	0.006057104
TNC	FOXH1	0.006056463
TEAD1	TLR7	0.006056261
RUVBL2	ZFP42	0.006055942
OXTR	ETS1	0.006055624
ASNS	ETS1	0.006055279
ERCC-00145	SPIB	0.0060548424
APBB1	ETS1	0.0060538887
SNRPB	U2AF1	0.006053783
ARFGAP3	ETS1	0.0060535874
MFAP4	GYPE	0.006052473
KDR	SPIB	0.006052021
MEF2D	CRX	0.006051422
SFPQ	ARID3A	0.0060511795
MAFG	ETS1	0.006050844
NFIC	SNX18	0.0060504186
NPM1	ARID3A	0.006049996
NFIC	ARID3A	0.006049481
FOXF1	FOXH1	0.006048778
TRERF1	ETS1	0.0060483464
LIFR	U2AF1	0.0060482775
MCM5	ETS1	0.0060482062
ALYREF	TAF1L	0.006047971
SSFA2	OXTR	0.0060474053
SRSF3	ETS1	0.006047014
CNBP	NANOG	0.006046871
SLC39A11	OXTR	0.0060467417
FLRT2	TAF1L	0.006045685
GPSM2	U2AF1	0.0060453033
SMAD2	U2AF1	0.006045149
ARL4D	U2AF1	0.006044797
EPCAM	TAF1L	0.00604428
NPM1	SNX18	0.0060441713
SSB	GCM1	0.006043983
SLC36A4	U2AF1	0.0060436595
KAL1	U2AF1	0.0060430667
CSDE1	ARID3A	0.0060425545
POU2AF1	SPIB	0.0060422206
NFYB	U2AF1	0.006042183
MLL3	U2AF1	0.006040465
RNF138	U2AF1	0.006040347
SORL1	ETS1	0.006040094
ZNF764	U2AF1	0.006038872
PHF17	SPIB	0.006038393
BMPER	U2AF1	0.00603815
CD48	TFE3	0.006038137
NR3C1	OXTR	0.006038017
ERCC-00025	OXTR	0.006037499
RUNX1	FOXH1	0.006037257
AKAP2	U2AF1	0.0060372245
CNBP	ARID3A	0.006036321
AR	POU2AF1	0.0060339835
NAA15	SPIB	0.0060323677
SERTAD2	TAF1L	0.0060317502
POLR2A	GYPE	0.0060317316
EMB	ETS1	0.0060312888
SH3BGRL	RAX2	0.006029968
EZH2	POU2AF1	0.006029802
U2AF1	FOXH1	0.00602945
SFRP1	ETS1	0.006028946
HNRNPD	RAX2	0.0060285376
SLITRK2	ETS1	0.006027991
ASS1	FOXH1	0.0060278154
RNPS1	MSANTD3-TMEFF1	0.0060275295
NPM1	CIITA	0.0060275225
POLR2F	ARID3B	0.006027384
RTKN2	OXTR	0.006027041
BTF3	SNX18	0.006027005
ZNF83	OXTR	0.006025922
PRKACB	U2AF1	0.0060254796
COL5A2	TAF1L	0.0060246973
RAB31	OXTR	0.0060245898
PROM1	SPIB	0.006024495
BCL11A	POU2AF1	0.0060244766
PLSCR4	ETS1	0.0060242023
MLF1IP	U2AF1	0.006023945
SLC19A2	U2AF1	0.006023834
RXRG	U2AF1	0.0060234317
FXR1	FOXH1	0.0060233083
TRDN	U2AF1	0.0060232743
PLAGL1	SPIB	0.0060232454
KLHL28	SPIB	0.00602312
NFKBIB	OXTR	0.0060225776
MCC	ETS1	0.0060220915
COLEC12	U2AF1	0.006021329
TRIM2	OXTR	0.0060210223
EGF	ETS1	0.006019829
PARP1	NANOG	0.006019666
CYP26A1	U2AF1	0.006019103
H1F0	U2AF1	0.006018642
PURA	OXTR	0.006017305
S1PR3	U2AF1	0.006016511
SAP18	ARID3A	0.0060165096
PTMA	ARID3A	0.006016063
ZEB1	POU5F1	0.0060159797
TLR4	ETS1	0.0060158856
SNRPB	SRC	0.0060157375
SETBP1	U2AF1	0.0060150144
MCM7	OXTR	0.006013608
EHMT2	TLR7	0.00601327
E2F4	OXTR	0.006013058
ZEB1	SNX18	0.006012517
NPM1	LMX1B	0.006012458
CTBP1	ETS1	0.0060123163
PPT2	U2AF1	0.0060121296
POLR2G	U2AF1	0.006011992
MMP16	U2AF1	0.006011395
BAMBI	SPIB	0.0060104774
RIN2	ETS1	0.0060102097
XRCC6	LIMD1	0.006009931
ZNF83	FOXH1	0.0060096527
PTMA	SNX18	0.0060091573
HTRA1	FOXH1	0.006008449
HNRNPD	ZFP42	0.006008082
U2AF1	POU2AF1	0.0060079885
APBB2	GYPE	0.0060072714
MCM7	ETS1	0.00600694
ZNF238	U2AF1	0.006006882
CDK6	ETS1	0.006006159
ST3GAL6	OXTR	0.006006135
VPS13C	GYPE	0.0060059857
GLIPR2	U2AF1	0.0060055507
RAI14	FOXH1	0.006003576
DRAM2	ETS1	0.0060032937
KIAA1324L	U2AF1	0.0060031647
MLLT6	TAF1L	0.006002612
EPCAM	FOXH1	0.006002571
PNPLA8	FOXH1	0.0060022552
NONO	ARID3A	0.0060013793
ERCC-00042	SPIB	0.006001041
MCM7	POU2AF1	0.0060008815
CALCOCO1	POU2AF1	0.0060006673
LIMD1	U2AF1	0.006000614
DLGAP5	FOXH1	0.0060000075
APBB2	TFE3	0.005999965
ZEB2	TLR7	0.005999922
SHOX2	TAF1L	0.0059989053
PLAU	FOXH1	0.0059977076
SLA2	TAF1L	0.0059969476
FUS	TFE3	0.005996926
CBX3	ARID3B	0.005995853
CBX3	SOX7	0.0059955628
KIAA1804	U2AF1	0.0059948037
PHB2	ARID3B	0.005994744
EPCAM	OXTR	0.0059947264
PLOD2	ETS1	0.005994639
KIAA1467	U2AF1	0.0059936563
YBX1	ARID3B	0.005993509
UPF2	OXTR	0.005993113
ZNF160	U2AF1	0.005992965
TFDP1	OXTR	0.0059926854
DDAH1	TLR7	0.0059925956
KHSRP	PPT2	0.005992386
REL	TLR7	0.0059919767
VPS54	U2AF1	0.0059912563
MAN1A1	TAF1L	0.0059910202
AFF1	SPIB	0.005990332
ARL4D	ETS1	0.0059892954
ERCC-00043	SPIB	0.0059870547
CCPG1	GYPE	0.005986908
CDCA7L	ETS1	0.0059868107
UBTF	FOXH1	0.00598595
HNRNPD	CIITA	0.0059859003
RFXANK	U2AF1	0.0059855175
MCM7	CRX	0.0059852316
HOXB7	SPIB	0.005985154
MCM2	TAF1L	0.0059846705
TJP2	POU2AF1	0.0059830914
ZNF24	U2AF1	0.0059821424
MCM7	FOXH1	0.005981784
PELI2	U2AF1	0.0059817513
CTBP1	POU2AF1	0.0059811715
JUND	ARID3A	0.005980873
ERCC-00108	SPIB	0.0059804483
TEAD1	OXTR	0.0059799305
SH3BGRL	ARID3A	0.005979517
YBX1	SOX7	0.005979425
KHDRBS2	U2AF1	0.005978909
DNAJC2	NANOG	0.0059787678
RPL17-C18ORF32	U2AF1	0.005978756
LGR5	ETS1	0.005977418
ZCCHC11	U2AF1	0.0059767948
ARID3A	TLR7	0.005976777
ARL4A	CRX	0.0059763165
PPARA	OXTR	0.005976069
SKA3	SPIB	0.005975951
POLR1C	SPIB	0.0059745144
PDGFA	ETS1	0.00597439
SSFA2	U2AF1	0.0059742266
MFAP4	RAX2	0.0059741167
POLR2K	SNX18	0.005973405
PRPS2	U2AF1	0.005973394
ST8SIA4	U2AF1	0.005973162
OTUD6B	SPIB	0.005972871
EWSR1	POU2AF1	0.005972738
CEP290	OXTR	0.0059723584
HMGA1	LIMD1	0.005972063
CTBP1	FOXH1	0.005971957
HMGA1	TFE3	0.005971435
TRIM28	LIMD1	0.005971124
TCF7L1	SPIB	0.0059701228
POLR2F	SRC	0.005969467
KLF6	ETS1	0.0059692254
JUND	TFE3	0.0059681847
RNF13	TLR7	0.005967522
MRPS35	U2AF1	0.005967006
CDC7	U2AF1	0.0059665483
SFRP1	CRX	0.0059664934
PCDH7	ZNF585B	0.0059662964
WDR12	U2AF1	0.0059661637
BTF3	GCM1	0.005965541
ATP2B4	FOXH1	0.0059653632
PARP1	GYPE	0.005965131
MME	OXTR	0.0059649227
DNMT1	LIMD1	0.005964697
TMEM131	TLR7	0.0059646554
RUVBL1	U2AF1	0.005964555
PAWR	TAF1L	0.0059644687
POLR2K	ARID3B	0.0059644035
TMSB15B	U2AF1	0.0059643057
RGS5	U2AF1	0.005963858
APEX1	POU5F1	0.0059632035
ITGA6	ETS1	0.0059623024
RFESD	SPIB	0.0059620226
DDHD2	OXTR	0.0059609427
NUSAP1	ETS1	0.005960289
STK3	FOXH1	0.0059600617
ANKMY2	U2AF1	0.0059592496
HLA-DQB1	SPIB	0.0059590675
MCM2	POU2AF1	0.005958783
ZNF83	ETS1	0.005958545
CDCA8	TAF1L	0.005958353
ALYREF	OXTR	0.0059578395
SLC35A3	U2AF1	0.005957494
PSIP1	GYPE	0.0059570544
SOX4	FOXH1	0.005956813
IFI16	POU5F1	0.0059566144
APBB1	TAF1L	0.005956594
CCPG1	TFE3	0.005956205
EZH2	CRX	0.0059555667
VIM	LIMD1	0.005955276
FAM188A	U2AF1	0.0059551382
ZDHHC21	U2AF1	0.0059551187
SMARCD3	TAF1L	0.0059549743
ILF2	SOX7	0.0059549347
SMARCD1	CRX	0.005954803
C12orf23	U2AF1	0.0059547583
ZEB1	ETS1	0.005954154
MKI67IP	U2AF1	0.0059536486
EMB	TAF1L	0.0059534498
SORL1	OXTR	0.005952449
CD48	LIMD1	0.0059521515
ZEB2	CRX	0.005952084
RTKN2	POU2AF1	0.0059519797
DNAJC2	TFE3	0.0059518493
SEMA6A	OXTR	0.005951563
TLR7	TAF1L	0.0059515163
SLA2	U2AF1	0.0059501333
DUSP10	FOXH1	0.0059499806
POLR2F	PPT2	0.005949965
IFI16	RAX2	0.0059498018
BAMBI	U2AF1	0.00594914
TPD52	OXTR	0.005948984
EPB41L3	TLR7	0.0059487657
AMIGO2	ETS1	0.005947973
CTBP1	TAF1L	0.005947674
LRAT	ETS1	0.0059476597
DNMT1	NANOG	0.0059469244
ARHGAP28	U2AF1	0.005946617
NUSAP1	ZFP42	0.0059464495
HMGA1	MSANTD3-TMEFF1	0.0059459843
TBC1D4	ETS1	0.005945813
MRPS30	FOXH1	0.005945482
SAP18	PPT2	0.005945153
SETBP1	CRX	0.0059448197
S1PR3	TAF1L	0.0059447875
PER3	TAF1L	0.005944269
FAM188A	OXTR	0.0059438483
ECI2	SNX18	0.005943097
MTERF	U2AF1	0.005942571
PER3	CRX	0.0059423414
ARL4A	ETS1	0.00594197
CCNA2	ETS1	0.005941585
SETBP1	TLR7	0.005941309
YBX1	SRC	0.005940864
HPRT1	TAF1L	0.0059405016
DNAJC2	RAX2	0.0059394315
FEZ1	POU2AF1	0.0059394143
DYNC2LI1	U2AF1	0.0059389267
SATB1	FOXH1	0.0059389207
GTF2H2D	U2AF1	0.0059382753
XRCC6	ARID3A	0.005937279
XRCC6	ZFP42	0.0059370007
ETS1	TLR7	0.0059365844
ZFYVE16	SPIB	0.005935162
APEX1	TFE3	0.0059350776
TDP2	POU2AF1	0.005934776
ENO1	GYPE	0.0059346217
GLMN	U2AF1	0.00593452
SALL3	TAF1L	0.005934233
TRIM27	U2AF1	0.0059340354
